sampno,recruit_type,naics,group,b02_decisionmaker,b04_orgtype,c06_biztype,c07_title,c08_callocations,c09_totallocations,d10_purchase10years1,d10_purchase10years2,d10_purchase10years3,d11_numlight1,d11_numlight2,d11_numlight3,d11_numlight4,d11_numlighttotal,d13_numalt1,d13_numalt2,d13_numalt3,d13_numalt4,d13_numalt5,d13_numalt6,d13_numalt7,d13_numalt8,d13_numalttotal,d15_purchintent,pev01_whyphev1,pev01_whyphev2,pev01_whyphev3,pev01_whyphev4,pev01_whyphev5,pev01_whyphev6,pev01_whyphev7,pev01_whyphev8,pev01_whyphev9,pev01_whyphev10,pev01_whyphev11,pev01_whyphev12,pev01_whyphev13,pev01_whyphev14,pev01_whyphev15,pev01_whyphev16,pev01_whyphev17,pev01_whyphev18,pev01_whyphev_x,pev02_whybev1,pev02_whybev2,pev02_whybev3,pev02_whybev4,pev02_whybev5,pev02_whybev6,pev02_whybev7,pev02_whybev8,pev02_whybev9,pev02_whybev10,pev02_whybev11,pev02_whybev12,pev02_whybev13,pev02_whybev14,pev02_whybev15,pev02_whybev16,pev02_whybev17,pev02_whybev18,pev02_whybev_x,pev03_altconcerns1,pev03_altconcerns2,pev03_altconcerns3,pev03_altconcerns4,pev03_altconcerns5,pev03_altconcerns6,pev03_altconcerns7,pev03_altconcerns8,pev04_refuelinstall,pev05_installcost1,pev05_installcost2,pev06_chargefrequency,pev07_chargemorning1,pev07_chargemorning2,pev07_chargemorning3,pev07_chargemorning4,pev07_chargemorning5,pev07_chargemorning6,pev08_chargeafternoon1,pev08_chargeafternoon2,pev08_chargeafternoon3,pev08_chargeafternoon4,pev08_chargeafternoon5,pev08_chargeafternoon6,pev09_chargeevening1,pev09_chargeevening2,pev09_chargeevening3,pev09_chargeevening4,pev09_chargeevening5,pev09_chargeevening6,pev10_chargenight1,pev10_chargenight2,pev10_chargenight3,pev10_chargenight4,pev10_chargenight5,pev10_chargenight6,pev11_variablerates,pev13_meter,pev14_specialrate,pev15_kwhrate,pev16_actualrange,e19_new_used,e19_purchase_lease,e19_add_replace,e19_next_veh_type,e19_next_powertrain,e19_next_make,e19_next_mpg,e19_next_charge_time,e19_next_annual_miles,e19_next_price,f20_refuelingcurrent1,f20_refuelingcurrent2,f20_refuelingcurrent3,f20_refuelingcurrent4,f20_refuelingcurrent5,f20_refuelingcurrent6,f20_refuelingcurrent7,f20_refuelingcurrent8,f20_refuelingcurrent9,f21_refuelingfuture1,f21_refuelingfuture2,f21_refuelingfuture3,f21_refuelingfuture4,f21_refuelingfuture5,f21_refuelingfuture6,f21_refuelingfuture7,f21_refuelingfuture8,f21_refuelingfuture9,f22_refuelingfuturecost1,f22_refuelingfuturecost2,f22_refuelingfuturecost3,f22_refuelingfuturecost4,f22_refuelingfuturecost5,f22_refuelingfuturecost6,f22_refuelingfuturecost7,f22_refuelingfuturecost8,g23_autonomousagree1,g23_autonomousagree2,g23_autonomousagree3,g23_autonomousagree4,g24_consideralt1,g24_consideralt2,g24_consideralt3,g24_consideralt4,g24_consideralt5,g24_consideralt7,g24_consideralt9,g24_consideralt10,g24_consideralt11,g25_bevconcerns1,g25_bevconcerns2,g25_bevconcerns3,g25_bevconcerns4,g25_bevconcerns5,g25_bevconcerns6,g25_bevconcerns7,g25_bevconcerns8,g25_bevconcerns9,g25_bevconcerns10,g25_bevconcerns11,g25_bevconcerns12,g25_bevconcerns13,g25_bevconcerns14,g25_bevconcerns_x,g25_bevconcerns15,g25_bevconcerns16,g26_phevconcerns1,g26_phevconcerns2,g26_phevconcerns3,g26_phevconcerns4,g26_phevconcerns5,g26_phevconcerns6,g26_phevconcerns7,g26_phevconcerns8,g26_phevconcerns9,g26_phevconcerns10,g26_phevconcerns11,g26_phevconcerns12,g26_phevconcerns_x,g26_phevconcerns13,g26_phevconcerns14,g27_fcvconcerns1,g27_fcvconcerns2,g27_fcvconcerns3,g27_fcvconcerns4,g27_fcvconcerns5,g27_fcvconcerns6,g27_fcvconcerns7,g27_fcvconcerns8,g27_fcvconcerns9,g27_fcvconcerns10,g27_fcvconcerns11,g27_fcvconcerns_x,g27_fcvconcerns12,g27_fcvconcerns13,companyparking1,companyparking2,companyparking3,companyparking4,parkamt,companyparking5,companyparktime,topattributes1,topattributes2,topattributes3,topattributes4,topattributes5,topattributes6,topattributes7,topattributes8,topattributes9,topattributes10,topattributes11,topattributes12,topattributes13,topattributes14,topattributes15,h28_services1,h28_services2,h28_services3,h28_services4,h29_employeenum,h31_futuregas,region_code,zipcode,pevowner
2076,1,81,3,1,1,,PRESIDENT,1,0,1,1,0,1,0,0,1,2,2,0,0,0,0,0,0,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,2,1,2,3,1,25,30,-1,-1,15000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,,0,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,6,1,1,4.0,1,95133,0
2080,1,54,3,1,1,,President,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,1,1,2,4,3,1,5,1,2,-1,-1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,2,-1,0.21,212,1,2,2,3,9,49,120,1,-1,850,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,-1,1200,-1,-1,-1,-1,-1,3,4,3,4,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,,0,-1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,7,6,3,10,3.0,1,94538,1
2081,1,48,2,1,1,,Accounting Manager,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,1,1,1,11,1,13,24,-1,-1,25000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,1,0,0,0,,0,-1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4,5,4,3,10,3.0,1,95051,0
2087,1,31,1,1,1,,President,1,0,3,0,2,2,0,0,1,3,2,0,0,1,0,0,0,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,1,1,1,11,4,13,25,-1,-1,40000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20000,-1,-1,-1,-1,-1,-1,-1,4,3,3,3,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,,0,0,0,0,1,0,1,1,0,1,1,0,0,0,,0,0,1,0,0,0,1,1,0,1,0,1,0,,0,0,1,0,1,0,,0,-1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,6,6,3,5,5.0,2,91761,0
2089,1,31,1,1,1,,President,1,0,2,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,1,1,1,9,1,7,20,-1,-1,80000,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,4,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,,0,0,0,1,1,0,1,0,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,,0,-1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,3,5.0,2,91316,0
2090,1,52,3,1,1,,CEO,1,0,2,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,1,1,2,8,2,15,30,-1,-1,25000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,4,4,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,1,1,1,0,0,,0,0,1,0,0,0,,0,-1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,2,7,2.5,1,95121,0
2092,1,48,2,1,2,,Logistics Cordniator,2,8,8,0,6,2,5,0,0,7,7,0,0,0,0,0,0,0,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,1,1,1,1,1,1,45,-1,-1,100000,1,1,1,0,0,0,0,1,0,-1,-1,-1,0,1,0,0,-1,0,-1,-1,-1,-1,45,-1,-1,-1,2,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,1,0,,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,1,20,3.0,2,91730,0
2093,1,71,3,1,1,,President,1,0,0,0,2,1,1,0,0,2,1,1,0,0,0,0,0,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,1,2,2,3,2,48,50,-1,-1,500,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1000,-1,-1,-1,-1,-1,-1,-1,4,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,health issues from the huge batteries,0,0,0,0,1,0,1,1,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,3,2,9.0,2,90291,0
2095,1,53,3,1,1,,Owner/President,1,0,2,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,1,1,2,7,2,48,50,-1,-1,46000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,,0,0,1,0,1,0,1,0,1,1,0,0,0,0,,0,0,1,0,1,0,0,1,1,1,0,0,0,,0,0,1,0,0,0,,0,-1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,4,3,5.0,2,92626,0
2102,1,72,3,1,1,,owner,1,0,2,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,1,1,2,4,1,25,21,-1,-1,35000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,,0,0,1,1,0,0,1,0,1,1,0,0,0,0,,0,0,1,0,0,1,0,1,0,0,1,1,0,,0,0,1,0,0,0,,0,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,1,3,2.7,1,95121,0
2104,1,54,3,1,1,,President,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,2,1,2,2,2,2,3,1,2,-1,-1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,-1,-1.0,20,2,1,2,3,9,49,0,4,-1,45000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,4,1,3.3,1,95492,1
2106,1,32,1,1,1,,President,1,0,0,3,0,2,0,0,0,2,0,2,0,0,0,0,0,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,2,1,2,2,3,48,60,2,-1,18000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1,-1,500,-1,-1,-1,-1,-1,4,4,5,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,,0,-1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,1,1,12,3.5,1,94549,0
2107,1,62,3,1,1,,administrator,1,0,4,0,1,2,1,1,1,5,4,0,1,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,1,1,2,2,2,2,2,2,-1,-1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,2,2,-1,-1.0,12,3,1,2,2,3,8,100,2,-1,30000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,1,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,1,0,0,0,,0,-1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,2,2.99,2,90717,1
2114,1,31,1,1,1,,president,1,0,0,2,0,1,0,0,1,2,2,0,0,0,0,0,0,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,3,1,2,2,1,48,30,-1,-1,8000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,90000,-1,-1,-1,-1,-1,-1,-1,2,2,4,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,,0,-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,38,3.2,2,92865,0
2121,2,54,3,1,1,,Sole Proprietor,1,0,1,1,0,2,0,0,0,2,0,1,1,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,2,1,3,5,5,4,5,4,1,632,190,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,1,2,-1,0.05,41,1,1,2,2,9,49,93,10,-1,40000,1,0,1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,1,0,0,0,0,0,1,1,0,1,1,hydrogen likely split from methane.,0,0,1,0,0,0,,0,-1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,1,3,1,3.0,6,93117,1
2126,2,62,3,1,2,,Chief of Staff,1,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,1,1,2,2,2,2,1,1,500,0,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,0.07,85,1,1,2,3,3,49,0,3,-1,100000,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,,0,-1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,1,1,1,4.0,1,94611,1
2127,2,81,3,1,1,,CEO,1,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,2,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,1,1,2,2,2,5,2,1,500,0,3,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,1,2,-1,0.1,70,1,2,2,6,9,49,100,1,-1,30000,1,0,1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,1,0,,0,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,2,3.0,1,94568,1
2128,2,11,1,1,2,,Owner,1,0,3,1,0,3,0,0,1,4,1,1,1,0,0,1,0,0,4,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,1,5,3,1,2,3,1,2,-1,-1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,1,2,-1,-1.0,24,1,1,2,3,9,52,55,6,-1,45000,1,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,-1,5000,-1,350,-1,-1,-1,-1,5,5,5,5,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Reduced truck space,0,0,0,0,0,0,1,0,1,1,1,0,0,,0,0,1,0,0,0,,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,1,6,2,4.0,1,95472,1
2131,2,54,3,1,1,,developer,1,0,2,0,0,1,1,0,0,2,1,0,0,0,0,0,1,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,,1,1,3,3,3,2,4,1,2,-1,-1,3,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,3,2,-1,-1.0,260,1,1,2,9,9,49,200,5,-1,70000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,,0,0,1,0,1,0,0,0,0,1,1,1,0,0,,0,0,1,0,0,1,1,1,0,0,0,1,0,,0,0,0,1,0,0,,0,-1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2.0,1,95129,1
2134,1,54,3,1,1,,President,1,0,3,5,0,0,0,0,5,5,1,0,0,0,4,0,0,0,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,1,1,2,11,5,8,15,-1,-1,50000,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,"Back roads, hauling capabilities",0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,,0,-1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1,2,5,3.8,6,95379,0
2143,1,54,3,1,1,,Vice President,1,0,3,0,5,1,0,0,2,3,1,0,0,0,1,0,1,0,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,2,3,6,6,4,6,2,1,800,0,1,2,2,2,5,5,5,5,5,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,-1,0.0,72,1,2,1,11,5,13,18,-1,-1,50000,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,1,0,1,0,,0,0,1,0,0,0,,0,-1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5,1,3,1,4,3.0,2,92626,1
