sampno,sequence,d16_vehtype,veh_year,veh_make,veh_model,d16_vehfueltype,veh_make_oth,d18_how_acquired,d18_replacement,d18_year_acquired,d18_season_acquired,d18_annual_mileage,d18_mpg,d18_replace_time,d18_dispose,d18_currentuse,pevowner
453,5,3,2000,,,1,,3,2,2009,5,7000,32,5,-1,1,0
454,1,11,2014,,,1,,1,1,2014,3,18000,15,2,1,1,0
454,2,8,2014,,,1,,2,2,2014,1,16000,20,1,6,3,0
454,3,3,2011,,,1,,1,2,2011,2,15000,20,1,2,2,0
455,1,13,2015,,,5,,1,1,2014,2,20000,18,1,2,6,0
456,1,13,2001,,,1,,3,1,2012,2,13000,19,3,4,1,0
457,1,4,2006,,,1,,3,2,2013,2,20000,18,3,2,2,0
457,2,9,2010,,,1,,3,1,2016,3,25000,14,4,2,2,0
460,1,3,2015,,,1,,2,2,2015,2,10000,30,2,1,1,0
461,1,9,2005,,,1,,1,1,2005,4,12000,15,3,2,3,0
463,1,3,2014,,,5,,2,1,2013,4,12000,35,1,6,3,0
464,1,10,1998,,,1,,4,2,2007,2,7000,14,2,1,2,0
467,1,8,2017,,,2,,1,1,2013,2,25000,25,5,-1,1,0
467,2,12,2013,,,1,,1,2,2013,4,7000,30,5,-1,6,0
467,3,4,2016,,,1,,1,2,2013,2,9000,30,5,-1,5,0
470,1,8,2010,,,1,,1,1,2010,5,24000,24,2,1,6,0
470,2,10,2004,,,1,,3,2,2004,5,1000,25,6,5,1,0
470,3,11,2010,,,1,,3,2,2013,5,25000,18,1,7,2,0
470,4,11,2008,,,5,,1,1,2008,4,26000,16,3,2,2,0
470,5,10,2011,,,1,,1,2,2011,5,23000,16,4,1,2,0
471,1,13,2008,,,5,,1,1,2008,4,50000,18,2,4,2,0
471,2,13,2007,,,5,,1,1,2008,3,50000,18,2,5,2,0
471,3,13,2008,,,5,,1,1,2008,2,50000,18,2,5,2,0
471,4,13,2008,,,5,,1,1,2008,1,50000,18,4,4,2,0
471,5,13,2008,,,5,,1,2,2008,2,50000,18,3,5,2,0
472,1,13,2016,,,1,,1,1,2016,3,10000,19,4,1,2,0
472,2,13,2016,,,1,,1,1,2016,3,10000,19,4,1,2,0
472,3,13,2014,,,1,,1,1,2014,4,10000,19,4,1,2,0
472,4,13,2013,,,1,,3,1,2015,5,11000,19,4,1,2,0
472,5,13,2013,,,1,,3,1,2015,4,11000,19,4,1,2,0
473,1,13,2015,,,1,,1,1,2016,1,3000,22,4,2,3,0
476,1,11,2006,,,1,,1,1,2005,1,2000,12,2,2,2,0
476,2,11,2008,,,1,,1,2,2008,2,15000,12,2,2,2,0
476,3,11,2008,,,1,,1,2,2008,2,2000,12,3,2,2,0
476,4,11,2008,,,1,,1,1,2008,2,1000,12,3,2,2,0
478,1,9,2014,,,1,,2,2,2015,4,10500,15,1,1,1,0
479,1,4,2015,,,1,,2,1,2015,3,10000,20,2,6,2,0
480,1,13,1994,,,1,,3,1,1997,5,40000,15,2,1,5,0
483,1,3,2015,,,1,,1,1,2015,5,10000,25,4,1,2,0
483,2,8,2014,,,1,,2,1,2014,2,10000,20,1,6,2,0
483,3,10,2016,,,1,,1,1,2016,1,15000,20,4,2,5,0
485,1,3,2014,,,1,,2,2,2014,1,10000,40,2,1,6,0
486,1,2,2014,,,3,,1,1,2014,2,20000,95,5,-1,2,1
486,2,5,2014,,,9,,2,1,2014,2,15000,200,5,-1,2,1
486,3,13,2008,,,1,,3,2,2010,4,50000,18,2,1,1,1
486,4,13,2008,,,1,,3,2,2010,4,50000,18,2,1,1,1
486,5,11,1998,,,1,,1,2,2000,3,50000,20,5,-1,1,1
488,1,1,2014,,,1,,3,2,2015,1,12000,30,4,2,4,0
488,2,1,2014,,,1,,3,2,2016,3,12000,30,4,2,4,0
488,3,7,2010,,,1,,3,2,2011,5,12000,28,2,2,4,0
488,4,8,2012,,,2,,1,2,2012,5,20000,33,4,2,4,0
488,5,13,2010,,,1,,3,2,2015,2,7000,12,1,2,4,0
489,1,11,2016,,,1,,1,1,2016,1,17500,18,3,7,3,0
489,2,11,2012,,,1,,1,2,2012,2,20000,15,3,1,5,0
489,3,1,2012,,,1,,1,2,2012,3,5000,30,1,2,3,0
489,4,11,2012,,,1,,1,2,2012,3,25000,20,2,2,5,0
489,5,11,2012,,,5,,1,2,2012,2,20000,12,3,5,5,0
499,1,3,2015,,,9,,2,1,2015,2,12000,10,2,1,3,1
502,1,11,2006,,,5,,1,1,2006,3,10000,15,1,1,6,0
505,1,9,2015,,,4,,1,1,2015,4,55000,15,2,1,2,0
505,2,3,2013,,,1,,3,2,2015,4,40000,15,2,1,2,0
505,3,2,2006,,,2,,3,1,2011,1,40000,42,1,1,2,0
506,1,11,2002,,,5,,1,2,2003,5,10300,14,2,2,4,0
506,2,11,1995,,,1,,3,2,2014,2,2500,15,2,2,1,0
507,1,11,2011,,,1,,1,1,2010,1,15125,15,3,2,5,0
507,2,3,2013,,,2,,1,2,2013,3,16800,37,3,1,3,0
507,3,2,2011,,,1,,3,1,2012,3,20000,28,1,1,3,0
507,4,10,2011,,,1,,1,1,2012,3,17500,23,2,1,3,0
507,5,10,2010,,,1,,3,1,2013,2,20000,23,2,1,4,0
508,1,4,2014,,,1,,1,1,2014,4,15000,21,4,1,3,1
508,2,4,2014,,,9,,1,1,2014,5,15000,24,2,2,3,1
508,3,8,2016,,,1,,1,1,2016,5,20000,24,2,1,3,1
508,4,3,2015,,,1,,1,2,2015,5,17000,27,3,1,4,1
508,5,11,2015,,,1,,1,1,2015,1,20000,17,2,2,4,1
509,1,4,1995,,,1,,3,2,2014,5,5000,15,4,7,6,0
509,2,4,1999,,,1,,1,1,1999,5,5000,20,4,7,5,0
513,1,9,2014,,,1,,1,1,2014,2,8000,21,4,4,2,0
515,1,12,2015,,,1,,1,1,2014,1,24000,30,3,2,2,0
515,2,12,2015,,,1,,1,1,2015,1,24000,30,3,2,2,0
520,1,11,2011,,,1,,1,2,2011,4,10000,18,2,2,2,0
523,1,9,2015,,,1,,1,2,2014,2,15000,17,4,4,3,0
523,2,8,2015,,,1,,1,1,2014,2,12000,18,3,1,3,0
523,3,13,2015,,,1,,1,2,2015,2,40000,15,4,2,5,0
523,4,13,2013,,,1,,3,2,2013,2,45000,13,2,1,5,0
523,5,13,2012,,,1,,1,2,2012,2,48000,13,2,1,5,0
529,1,3,2016,,,1,,1,1,2016,2,12000,23,3,1,2,0
530,1,8,1994,,,1,,3,2,2010,5,1000,28,1,2,6,0
530,2,5,2002,,,1,,3,2,2014,5,3000,30,2,2,3,0
530,3,8,2002,,,1,,3,2,2016,3,3000,30,3,2,6,0
530,4,10,1997,,,1,,3,1,2012,5,3000,30,1,2,5,0
530,5,11,2000,,,1,,3,2,2012,5,4000,28,1,2,5,0
531,1,2,2007,,,2,,1,1,2007,2,64000,41,2,1,4,0
534,1,7,2012,,,1,,1,1,2012,1,5000,25,4,2,2,0
534,2,8,2012,,,5,,3,1,2016,2,20000,25,4,2,2,0
534,3,13,2008,,,5,,1,2,2009,2,2500,20,5,-1,2,0
535,1,2,2016,,,1,,2,1,2015,3,12000,24,2,1,2,0
538,1,7,2015,,,9,,2,1,2015,1,20000,32,2,1,2,1
538,2,3,2016,,,9,,2,1,2016,3,20000,30,2,1,2,1
538,3,11,1998,,,1,,3,2,2013,5,5000,10,3,2,1,1
539,1,11,2005,,,5,,1,1,2005,4,11000,18,4,1,4,0
542,1,11,1996,,,1,,3,1,2006,2,5000,20,3,1,6,0
544,1,11,2011,,,1,,1,2,2011,4,18000,24,3,2,5,0
544,2,11,2004,,,1,,1,1,2004,5,25000,22,1,5,3,0
544,3,11,2000,,,1,,3,2,2010,4,3000,18,4,2,5,0
544,4,11,2004,,,5,,1,1,2004,3,25000,20,2,2,4,0
544,5,11,2002,,,5,,1,1,2002,5,25000,20,2,2,4,0
545,1,11,2005,,,5,,1,2,2005,2,50000,14,3,2,1,0
549,1,4,2016,,,9,,2,1,2015,4,12000,100,2,6,3,1
550,1,4,2016,,,1,,2,2,2016,3,12000,22,3,1,2,0
550,2,3,2016,,,1,,2,2,2016,2,12000,22,2,6,3,0
550,3,2,2011,,,1,,1,1,2011,3,3000,20,5,-1,3,0
551,1,11,2005,,,2,,1,2,2005,4,15000,17,2,2,5,0
552,1,8,2012,,,1,,1,1,2012,3,10000,19,3,1,2,0
557,1,11,2015,,,1,,1,2,2015,3,13000,17,4,2,2,0
561,1,4,2015,,,3,,2,2,2015,5,13000,50,2,1,6,1
562,1,13,2007,,,1,,1,2,2007,5,5000,20,3,1,1,0
563,1,4,2005,,,1,,3,1,2011,4,15000,20,2,1,2,0
563,2,8,2016,,,1,,1,1,2015,4,6000,26,4,1,6,0
563,3,13,1995,,,1,,3,1,2003,5,1000,10,1,2,1,0
566,1,2,2010,,,1,,1,2,2010,3,12000,33,3,2,2,0
566,2,8,2012,,,1,,1,2,2012,3,12000,26,3,2,2,0
566,3,10,2008,,,1,,1,2,2008,3,15000,35,2,2,1,0
566,4,12,2014,,,1,,2,2,2014,3,8000,28,2,2,2,0
566,5,11,2016,,,1,,1,1,2016,3,2000,25,2,2,4,0
570,1,10,2003,,,1,,1,1,2003,5,10000,23,5,-1,5,0
571,1,9,2000,,,1,,3,2,2014,4,5000,15,3,2,3,0
571,2,11,2005,,,1,,3,2,2015,4,4000,15,2,2,4,0
573,1,3,2016,,,1,,2,1,2016,1,15000,35,2,1,2,0
573,2,3,2013,,,1,,2,1,2013,1,15000,35,6,1,2,0
573,3,3,2010,,,1,,2,1,2010,1,15000,28,6,1,2,0
573,4,3,2007,,,1,,2,1,2007,1,15000,25,6,1,2,0
577,1,7,2014,,,1,,4,2,2015,2,6000,25,4,2,1,0
577,2,12,2011,,,1,,3,2,2013,1,5000,22,4,2,4,0
577,3,5,2012,,,1,,3,2,2014,3,6000,22,4,2,3,0
578,1,8,2010,,,1,,3,1,2011,1,20000,16,2,2,5,0
580,1,9,2010,,,1,,3,1,2012,5,10000,18,2,2,1,0
581,1,11,2004,,,1,,3,1,2008,1,10000,15,2,1,5,0
583,1,3,2007,,,1,,2,2,2008,5,5000,25,4,1,1,0
583,2,10,2010,,,1,,3,2,2013,5,15000,20,4,1,2,0
583,3,13,2008,,,1,,3,2,2013,5,7000,18,4,1,1,0
585,1,3,2015,,,1,,2,1,2015,4,18000,30,5,-1,3,0
586,1,3,2016,,,1,,1,1,2016,3,12000,19,2,1,2,0
586,2,2,2013,,,1,,3,2,2014,2,18000,18,5,-1,2,0
587,1,13,2003,,,1,,3,2,2008,1,20000,15,2,2,5,0
587,2,13,2006,,,1,,3,2,2008,1,8000,15,3,2,1,0
588,1,9,2002,,,1,,1,2,2002,5,18000,11,5,-1,4,0
595,1,8,2012,,,4,,1,1,2012,2,40000,23,1,1,4,0
595,2,13,2010,,,1,,3,2,2011,1,30000,17,1,1,4,0
596,1,4,2005,,,1,,3,1,2008,3,3000,18,2,2,2,0
596,2,11,2000,,,1,,3,1,2004,2,3000,10,2,2,6,0
597,1,13,2007,,,1,,3,1,2008,1,4000,15,3,1,6,0
598,1,2,2014,,,2,,1,1,2014,1,12000,40,3,1,2,1
598,2,2,2011,,,1,,3,2,2011,5,9000,30,3,1,2,1
598,3,2,2013,,,9,,2,1,2013,4,11000,100,1,6,2,1
599,1,2,2006,,,2,,3,2,2012,4,30000,45,2,1,2,0
599,2,2,2011,,,2,,1,1,2011,1,25000,45,2,1,2,0
600,1,2,2013,,,2,,1,1,2013,1,20000,50,2,1,2,0
601,1,8,2016,,,1,,1,1,2016,1,5000,20,5,-1,6,0
601,2,8,2008,,,1,,1,1,2008,2,10000,19,5,-1,6,0
601,3,5,2007,,,1,,1,2,2007,3,3000,32,5,-1,6,0
601,4,5,1968,,,1,,1,2,1968,1,500,21,5,-1,6,0
606,1,7,2014,,,1,,1,1,2014,3,14000,23,3,1,2,0
607,1,1,2008,,,1,,3,2,2015,1,3000,60,3,1,2,0
607,2,1,2015,,,1,,2,2,2014,3,8000,60,6,6,4,0
607,3,1,2016,,,1,,1,2,2016,2,4000,60,5,-1,2,0
607,4,13,2011,,,1,,3,2,2014,1,5000,35,4,1,5,0
607,5,11,2016,,,1,,1,1,2016,2,4000,35,5,-1,5,0
609,1,12,2015,,,4,,2,2,2015,1,12000,19,2,1,5,0
609,2,12,2012,,,4,,3,1,2015,2,10000,18,3,4,1,0
611,1,13,2008,,,1,,1,2,2009,2,20000,20,3,4,5,0
612,1,4,2014,,,9,,2,2,2014,1,10000,100,2,1,1,1
612,2,4,2015,,,1,,2,1,2015,2,2000,16,2,1,4,1
613,1,8,2017,,,1,,3,1,2016,4,5000,20,4,1,2,0
615,1,3,1987,,,5,,3,2,2009,4,4000,25,2,2,3,0
615,2,4,1990,,,1,,3,2,2009,1,3000,16,3,2,3,0
615,3,3,1995,,,1,,3,2,2012,3,3000,22,5,-1,3,0
619,1,4,2005,,,4,,3,1,2010,2,10000,24,2,2,2,0
620,1,11,2006,,,2,,3,1,2010,1,5000,10,2,1,5,0
622,1,13,2003,,,1,,3,1,2010,1,30000,20,4,1,1,0
623,1,13,2014,,,1,,3,1,2015,1,18000,15,2,2,1,0
623,2,8,2012,,,4,,1,1,2012,4,15000,21,2,2,2,0
623,3,8,2010,,,1,,3,1,2013,1,14000,21,2,2,2,0
623,4,13,2008,,,1,,3,2,2010,1,9000,18,1,2,1,0
623,5,2,2011,,,1,,3,2,2013,3,6000,20,2,2,1,0
626,1,3,2011,,,1,,1,1,2011,4,12000,23,2,1,3,0
626,2,8,1997,,,1,,3,2,2011,3,8000,15,5,-1,1,0
626,3,11,2004,,,1,,3,1,2009,4,4000,12,3,2,5,0
627,1,9,2017,,,1,,1,1,2016,2,35000,25,3,1,2,0
627,2,13,1997,,,1,,3,2,2001,5,15000,15,4,2,1,0
627,3,13,2000,,,4,,3,2,2003,5,15000,18,4,2,1,0
627,4,11,2006,,,5,,3,2,2008,5,18000,15,4,2,1,0
629,1,11,2003,,,1,,3,2,2006,1,100000,17,4,1,5,0
630,1,11,2016,,,1,,1,1,2016,2,15000,17,3,1,1,0
636,1,11,2006,,,1,,3,1,2014,3,25000,13,2,2,5,0
637,1,11,2014,,,5,,1,1,2014,4,30000,18,4,1,5,0
637,2,11,2010,,,5,,1,2,2010,5,20000,16,4,2,5,0
637,3,11,2001,,,5,,1,1,2000,5,15000,14,5,-1,4,0
638,1,8,2015,,,1,,1,1,2015,2,4000,18,2,1,3,0
642,1,10,2017,,,1,,1,1,2016,4,12000,25,4,2,5,0
642,2,10,2016,,,1,,1,1,2015,3,25000,20,4,2,4,0
642,3,10,2015,,,1,,1,1,2015,5,20000,23,4,2,5,0
642,4,10,2013,,,1,,1,1,2013,3,27000,23,4,2,5,0
642,5,11,2007,,,1,,1,2,2007,4,30000,15,3,2,5,0
643,1,3,1991,,,1,,3,2,2016,2,10000,30,3,2,6,0
643,2,2,2002,,,1,,3,2,2013,3,10000,30,4,2,6,0
643,3,10,1996,,,1,,3,2,1999,2,10000,30,4,2,6,0
643,4,11,2003,,,1,,1,1,2003,2,27,25,4,2,2,0
643,5,12,2004,,,1,,1,1,2004,2,10000,25,3,2,6,0
649,1,11,2005,,,5,,1,2,2005,4,7000,16,4,1,1,0
650,1,10,1986,,,1,,1,2,1986,5,7000,20,3,3,4,0
650,2,11,1999,,,5,,4,1,1999,5,13500,14,4,2,5,0
651,1,3,2016,,,1,,2,2,2016,3,10000,30,2,1,6,0
651,2,8,2016,,,1,,2,1,2016,2,10000,30,2,1,6,0
652,1,11,2008,,,1,,1,2,2008,1,36000,15,2,5,1,0
652,2,8,2016,,,1,,1,1,2016,2,12000,18,4,2,3,0
652,3,2,2008,,,1,,1,1,2008,1,12000,19,4,2,3,0
653,1,13,2006,,,5,,1,1,2006,1,29000,20,3,2,1,0
654,1,3,2016,,,1,,2,1,2016,1,10000,18,2,1,2,0
654,2,11,2008,,,1,,3,2,2009,3,10000,14,2,2,2,0
654,3,11,2010,,,1,,3,2,2012,3,12000,15,3,7,1,0
655,1,10,2004,,,1,,1,1,2004,3,8000,18,1,2,5,0
659,1,9,1995,,,1,,1,1,1995,5,5000,18,5,-1,3,0
659,2,13,1994,,,1,,3,1,2003,5,10000,12,4,2,1,0
659,3,9,1994,,,1,,1,2,1994,5,20000,17,4,1,1,0
659,4,10,1995,,,1,,3,2,1998,5,20000,17,3,2,1,0
659,5,10,1989,,,1,,3,2,1995,5,20000,17,6,5,1,0
661,1,2,2008,,,2,,1,1,2007,4,6000,38,3,2,2,0
662,1,13,2013,,,1,,1,1,2013,3,20000,14,4,2,4,0
662,2,11,2005,,,5,,3,2,2006,3,5000,20,4,2,5,0
664,1,11,2006,,,1,,1,1,2006,5,10000,12,3,2,5,0
664,2,13,2005,,,1,,3,2,2006,5,5000,13,5,-1,5,0
665,1,2,2013,,,1,,1,1,2013,5,5000,25,4,2,2,0
665,2,13,2011,,,1,,1,2,2011,5,7000,30,4,1,5,0
665,3,13,2011,,,1,,1,2,2011,5,7000,40,4,1,5,0
668,1,2,2013,,,2,,1,1,2013,5,25000,40,1,2,6,0
668,2,2,2013,,,2,,1,1,2013,5,25000,40,1,2,6,0
668,3,2,2014,,,2,,1,1,2014,5,25000,40,2,2,6,0
668,4,2,2015,,,2,,1,1,2015,5,25000,40,2,2,6,0
668,5,10,2015,,,1,,1,1,2015,5,12000,24,2,2,6,0
670,1,2,2010,,,1,,1,1,2010,5,10000,25,4,2,6,0
670,2,10,2010,,,1,,1,2,2010,5,10000,22,4,2,6,0
670,3,12,2009,,,1,,1,2,2009,5,6000,21,2,2,6,0
670,4,3,2002,,,1,,3,2,2009,5,6000,20,1,2,6,0
670,5,3,2015,,,1,,1,1,2015,5,10000,26,4,2,6,0
672,1,10,2005,,,1,,1,2,2005,4,20000,14,2,2,1,0
673,1,9,2015,,,1,,2,2,2014,5,15000,15,1,1,2,0
673,2,13,2015,,,5,,1,2,2014,1,25000,15,2,2,2,0
676,1,9,2010,,,1,,4,2,2010,3,12000,23,5,-1,2,0
676,2,9,2011,,,1,,1,2,2011,4,15000,15,4,1,3,0
676,3,11,2007,,,5,,3,2,2009,2,5000,17,4,2,5,0
677,1,8,2016,,,2,,2,1,2016,3,10000,40,2,1,2,0
680,1,3,2009,,,1,,2,1,2009,5,10000,25,5,-1,6,0
680,2,11,2012,,,1,,1,2,2012,2,100000,18,1,1,1,0
680,3,13,2014,,,5,,1,2,2015,3,100000,20,5,-1,1,0
682,1,11,1986,,,1,,3,2,2008,3,10000,15,3,2,6,0
683,1,8,2008,,,1,,1,2,2008,2,11000,22,6,4,2,0
683,2,10,2005,,,1,,3,2,2011,1,10000,16,6,4,4,0
684,1,8,2015,,,1,,3,1,2016,2,10000,15,3,1,2,0
687,1,1,2016,,,2,,1,1,2016,5,50000,42,2,1,2,0
687,2,1,2014,,,2,,1,2,2014,5,80000,42,2,1,2,0
687,3,13,2014,,,1,,1,1,2014,5,40000,15,2,1,5,0
688,1,11,2015,,,1,,1,2,2015,1,40000,17,4,2,3,0
689,1,10,2015,,,1,,1,1,2016,1,25000,25,5,-1,1,0
690,1,4,2015,,,1,,2,1,2015,3,30000,30,3,1,3,0
690,2,4,2015,,,1,,2,1,2014,3,30000,30,2,1,3,0
692,1,11,2012,,,5,,3,2,2014,3,8000,15,2,1,5,0
693,1,11,2016,,,1,,1,1,2016,2,10000,15,3,2,3,0
693,2,11,2001,,,1,,3,2,2008,3,1000,10,5,-1,1,0
693,3,11,2007,,,1,,3,2,2016,3,500,8,3,2,1,0
693,4,11,2012,,,1,,1,1,2012,3,12500,13,1,2,3,0
695,1,11,2005,,,1,,3,1,2010,5,2000,15,4,7,1,0
696,1,13,2014,,,1,,1,2,2014,3,5000,20,5,-1,4,0
696,2,13,2014,,,1,,1,2,2014,3,5000,20,5,-1,4,0
696,3,13,2014,,,1,,1,2,2014,2,5000,20,5,-1,4,0
696,4,10,2007,,,1,,1,2,2007,1,10000,18,5,-1,1,0
696,5,13,1999,,,1,,3,2,2008,3,5000,15,4,3,4,0
698,1,8,1993,,,1,,1,2,1993,4,0,17,4,5,2,0
699,1,10,2006,,,1,,1,1,2006,3,25000,20,3,2,4,0
699,2,13,1998,,,1,,1,1,1999,1,15000,15,2,2,4,0
699,3,10,2002,,,1,,1,1,2002,4,13000,18,3,2,4,0
700,1,2,2007,,,1,,3,1,2009,5,14000,20,4,2,2,0
700,2,11,2002,,,1,,3,1,2007,5,12000,15,3,2,1,0
702,1,11,2002,,,1,,3,1,2015,1,2000,15,4,2,1,0
703,1,3,2016,,,3,,2,2,2015,1,10000,95,2,1,2,1
703,2,4,1993,,,1,,3,1,2014,3,3000,15,6,2,2,1
705,1,11,2017,,,1,,1,1,2016,4,10000,21,4,2,3,0
706,1,1,2016,,,1,,2,1,2016,5,5000,25,2,1,3,0
707,1,3,2016,,,3,,1,1,2016,1,12000,250,4,2,2,1
708,1,2,2006,,,2,,1,1,2006,4,10000,42,4,1,2,0
708,2,10,2003,,,1,,3,2,2013,3,2000,18,5,-1,1,0
710,1,7,2009,,,1,,3,1,2010,2,3300,22,5,-1,2,0
710,2,11,2014,,,1,,1,1,2015,4,3500,22,5,-1,5,0
711,1,13,1998,,,1,,4,1,2014,3,4000,18,4,3,6,0
712,1,4,2014,,,9,,1,1,2014,1,10000,150,1,1,3,1
712,2,4,2015,,,1,,2,2,2015,1,8000,24,2,1,3,1
713,1,11,2008,,,1,,1,2,2008,3,10000,18,4,1,1,0
716,1,11,2008,,,1,,3,2,2010,4,20000,20,2,2,2,0
716,2,11,2008,,,1,,3,2,2009,4,20000,20,2,2,2,0
716,3,11,2010,,,1,,3,2,2011,5,25000,20,4,2,2,0
716,4,11,2016,,,5,,1,2,2015,1,25000,30,5,-1,2,0
716,5,11,2014,,,5,,1,1,2014,5,15000,20,5,-1,4,0
718,1,12,2001,,,1,,1,1,2001,5,500,15,2,1,1,0
722,1,8,2016,,,1,,2,1,2016,2,5500,20,2,6,3,0
727,1,11,2012,,,1,,1,2,2013,3,12000,25,4,2,5,0
727,2,13,2014,,,1,,1,2,2015,1,30000,25,5,-1,1,0
727,3,4,2015,,,7,,1,2,2011,4,50000,15,5,-1,6,0
727,4,10,2016,,,1,,1,2,2014,5,18000,20,5,-1,2,0
727,5,8,2015,,,1,,1,2,2015,5,15000,22,5,-1,2,0
728,1,11,2015,,,1,,1,1,2015,1,20000,19,3,2,6,0
728,2,11,2015,,,1,,1,1,2015,3,20000,19,3,2,6,0
730,1,13,2000,,,1,,3,2,2001,1,5000,15,3,2,5,0
741,1,2,2008,,,1,,2,2,2008,5,15000,25,2,1,2,0
741,2,12,2009,,,1,,1,1,2009,3,20000,20,2,1,3,0
741,3,11,2010,,,2,,1,1,2010,4,15000,17,3,1,1,0
741,4,13,2011,,,4,,1,2,2011,5,12000,15,3,1,1,0
743,1,13,2011,,,1,,3,1,2012,5,50000,15,4,1,1,0
743,2,13,2007,,,1,,3,1,2008,5,60000,15,3,1,1,0
743,3,13,2002,,,1,,1,1,2002,4,20000,12,2,1,1,0
743,4,12,2000,,,1,,1,1,2000,4,20000,13,1,1,1,0
743,5,12,2005,,,1,,1,1,2005,4,50000,13,2,1,1,0
745,1,12,2006,,,1,,3,2,2016,4,40000,18,2,5,2,0
745,2,12,2005,,,1,,3,2,2014,5,40000,17,2,5,2,0
745,3,12,2004,,,1,,3,2,2014,5,40000,19,1,5,2,0
745,4,12,2007,,,1,,3,2,2014,5,40000,19,2,5,2,0
745,5,12,2009,,,1,,3,2,2015,5,40000,19,2,5,2,0
748,1,13,2004,,,5,,3,2,2009,5,25000,23,3,2,5,0
748,2,12,2004,,,1,,1,2,2005,1,10000,16,2,2,5,0
753,1,9,2001,,,1,,1,1,2001,1,11000,13,5,-1,1,0
754,1,9,2005,,,1,,1,1,2005,2,10000,17,2,1,5,0
754,2,11,2005,,,5,,3,1,2012,2,5000,18,2,1,5,0
757,1,11,2008,,,1,,3,1,2010,5,2500,20,4,7,5,0
757,2,12,2015,,,1,,3,2,2016,3,2000,25,4,7,1,0
759,1,3,2015,,,1,,3,2,2015,2,8000,28,2,2,2,1
759,2,11,2016,,,1,,1,1,2015,2,20000,15,1,2,5,1
759,3,1,2015,,,9,,1,1,2015,1,10000,99,2,2,2,1
759,4,6,2015,,,1,,3,1,2015,4,12000,20,2,2,2,1
759,5,11,2015,,,1,,1,1,2016,1,20000,16,2,2,5,1
760,1,11,2006,,,1,,3,1,2009,3,6500,13,5,-1,2,0
760,2,11,2003,,,1,,1,2,2003,5,5000,12,5,-1,5,0
761,1,13,1996,,,1,,3,1,2000,5,750,14,3,7,2,0
762,1,2,1999,,,1,,3,2,2012,1,10000,35,3,2,1,0
762,2,10,2004,,,1,,3,2,2013,4,10000,19,3,2,1,0
762,3,11,2010,,,1,,1,2,2010,1,20000,24,4,2,1,0
765,1,2,2014,,,3,,1,2,2013,1,10000,45,4,2,2,1
765,2,12,2014,,,1,,1,2,2013,1,10000,20,4,2,2,1
766,1,8,2016,,,1,,2,1,2016,1,12000,30,2,1,6,0
766,2,8,2014,,,1,,2,1,2014,2,12000,30,2,1,1,0
767,1,8,2008,,,1,,1,2,2008,2,5000,24,3,1,1,0
768,1,11,1996,,,1,,4,1,2008,3,9000,16,3,2,5,0
768,2,11,1992,,,1,,4,2,2010,2,200,12,5,-1,5,0
771,1,11,2009,,,4,,1,2,2009,1,5000,17,4,1,6,0
774,1,3,2015,,,5,,1,1,2015,3,13000,30,4,2,6,0
778,1,9,2007,,,1,,3,1,2011,4,15000,17,1,1,2,0
779,1,11,2006,,,1,,1,1,2006,4,15000,12,3,2,5,0
779,2,11,2012,,,1,,1,2,2012,4,10000,19,4,2,2,0
780,1,3,2008,,,1,,2,1,2008,5,15000,26,2,1,2,0
780,2,3,2015,,,1,,1,1,2015,4,15000,32,4,1,2,0
781,1,10,2015,,,1,,1,1,2015,2,35000,20,3,2,4,0
784,1,9,2013,,,1,,1,1,2014,4,18000,18,1,1,3,0
786,1,9,2016,,,1,,2,2,2015,1,12000,30,2,1,1,0
786,2,9,2014,,,1,,2,2,2014,2,12000,30,2,1,1,0
786,3,2,2014,,,1,,2,2,2014,2,8000,30,1,1,2,0
787,1,9,2009,,,1,,1,1,2009,3,1000,15,2,1,1,1
787,2,4,2016,,,9,,2,1,2015,1,13000,50,3,1,3,1
788,1,12,2006,,,1,,3,1,2014,5,10000,23,4,4,2,0
789,1,11,2012,,,1,,1,2,2012,2,50000,20,3,2,1,0
789,2,11,2005,,,5,,3,2,2012,2,50000,16,3,2,1,0
789,3,9,2001,,,1,,1,2,2001,5,12000,14,3,2,5,0
789,4,11,2002,,,1,,1,2,2002,5,12000,18,3,2,1,0
789,5,11,2005,,,5,,1,2,2005,5,12000,14,3,2,5,0
790,1,7,2014,,,1,,2,1,2014,5,15000,15,1,6,2,0
790,2,7,2016,,,1,,2,1,2016,5,15000,15,2,6,2,0
791,1,3,2014,,,1,,2,2,2014,5,15000,26,4,1,3,0
791,2,9,2015,,,1,,1,1,2015,5,20000,20,4,1,1,0
791,3,13,2008,,,1,,1,1,2008,5,0,18,1,7,5,0
791,4,13,2005,,,1,,1,1,2005,5,0,18,1,7,5,0
792,1,6,2017,,,2,,2,1,2016,4,15000,30,2,6,2,0
792,2,3,2016,,,2,,2,2,2016,1,15000,30,2,6,2,0
793,1,11,2014,,,1,,1,1,2014,3,10000,20,4,1,5,0
794,1,12,2013,,,1,,3,2,2015,3,45000,10,4,2,2,0
795,1,8,2005,,,1,,1,2,2005,5,1000,18,4,2,6,0
796,1,9,2008,,,1,,1,1,2008,1,20000,24,2,1,3,0
796,2,3,2015,,,1,,1,1,2015,1,25000,25,2,1,3,0
800,1,10,2004,,,1,,3,1,2008,4,15000,22,2,2,4,0
