sampno,sequence,age,gender,ethnicity,ethnic_oth,education,drivingfreq,transitfreq,employment,commutework,worktransport,worktransport_oth,commutedist,weeklycommute,workdays,workvehicle,enrolled,schooltransport,schoolcommute,pevowner,age_nrel_agebin
370,1,,2,6,-1,6,1,0,2,1,1,-1,3,24,4,2,4,-1,-1,0,5
370,2,,1,6,-1,8,1,0,1,1,1,-1,20,100,5,2,4,-1,-1,0,5
370,3,,2,6,-1,1,1,0,2,1,1,-1,5,20,2,2,4,-1,-1,0,2
371,1,,2,6,-1,6,1,0,1,1,1,-1,3,18,3,2,4,-1,-1,0,3
373,1,,2,6,-1,8,1,0,1,1,1,-1,11,60,5,2,4,-1,-1,0,6
375,1,,2,6,-1,3,2,0,2,1,1,-1,6,12,2,2,4,-1,-1,0,7
375,2,,1,6,-1,3,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
376,1,,1,2,-1,3,1,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
376,2,,2,2,-1,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
376,3,,1,2,-1,6,1,0,1,1,1,-1,35,350,5,2,4,-1,-1,0,4
376,4,,2,2,-1,3,3,0,2,1,1,-1,10,80,4,1,4,-1,-1,0,3
377,1,,2,4,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,0,2
377,2,,1,6,-1,2,1,0,1,1,1,-1,20,100,5,2,4,-1,-1,0,2
382,1,,2,3,-1,6,1,2,5,1,1,-1,10,50,3,2,4,-1,-1,0,3
383,1,,2,6,-1,2,1,0,5,1,1,-1,30,240,4,2,4,-1,-1,0,5
383,2,,1,6,-1,2,1,0,5,1,1,-1,30,300,5,2,4,-1,-1,0,5
384,1,,2,6,-1,8,1,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
384,2,,1,6,-1,8,2,10,1,1,4,-1,45,0,5,3,4,-1,-1,0,4
384,3,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,2,1,3,0,2
386,1,,2,6,-1,5,1,0,1,1,1,-1,2,20,5,2,4,-1,-1,1,5
386,2,,1,6,-1,2,1,0,1,1,1,-1,15,150,5,2,4,-1,-1,1,4
388,1,,2,8,-1,4,1,5,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
388,2,,2,8,-1,5,2,3,2,1,1,-1,5,50,5,2,4,-1,-1,0,3
388,3,,4,8,-1,1,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
390,1,,1,6,-1,4,1,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
390,2,,2,6,-1,7,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
391,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
391,2,,2,6,-1,4,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
392,1,,2,3,-1,6,1,6,1,1,1,-1,62,186,3,2,4,-1,-1,0,4
392,2,,1,3,-1,2,5,2,4,-1,-1,-1,-1,-1,-1,-1,1,4,15,0,4
393,1,,2,2,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
394,1,,1,8,-1,8,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
394,2,,2,8,-1,6,2,0,5,1,7,-1,1,70,3,1,4,-1,-1,0,4
395,1,,2,6,-1,4,2,0,5,1,1,-1,25,250,5,2,4,-1,-1,0,7
395,2,,1,6,-1,4,2,0,5,1,1,-1,25,250,5,2,4,-1,-1,0,7
396,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
397,1,,2,2,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
397,2,,1,2,-1,6,1,0,1,1,1,-1,25,125,5,2,4,-1,-1,0,3
397,3,,1,2,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
397,4,,2,2,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
397,5,,1,2,-1,1,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
399,1,,1,6,-1,6,1,5,1,1,1,-1,3,0,5,1,4,-1,-1,0,6
399,2,,2,6,-1,6,1,10,1,1,3,-1,3,0,5,1,4,-1,-1,0,5
400,1,,2,4,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
400,2,,1,4,-1,2,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
401,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
401,2,,2,6,-1,6,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
403,1,,2,4,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
403,2,,1,4,-1,2,1,0,1,1,1,-1,100,500,5,2,4,-1,-1,0,4
404,1,,2,6,-1,6,1,0,2,1,1,-1,15,125,5,2,4,-1,-1,0,6
404,2,,1,4,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
404,3,,2,4,-1,1,3,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
406,1,,1,6,-1,3,1,0,1,1,1,-1,7,80,5,2,4,-1,-1,0,6
406,2,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
406,3,,1,6,-1,4,5,0,2,1,8,driven by grandmother,3,30,3,2,4,-1,-1,0,3
407,1,,2,6,-1,8,1,0,1,1,1,-1,9,160,5,2,4,-1,-1,1,5
407,2,,1,6,-1,8,1,0,1,1,1,-1,37,225,3,2,4,-1,-1,1,5
407,3,,1,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,8
407,4,,2,6,-1,1,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,2
408,1,,2,6,-1,6,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
413,1,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
413,2,,1,6,-1,6,2,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
414,1,,2,4,-1,2,5,30,1,1,4,-1,8,54,3,3,2,4,25,0,2
414,2,,2,4,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
414,3,,1,4,-1,1,1,0,1,1,1,-1,30,200,6,2,4,-1,-1,0,4
416,1,,2,2,-1,7,1,0,1,1,1,-1,8,80,5,2,4,-1,-1,0,3
416,2,,1,2,-1,8,1,0,1,1,1,-1,25,250,5,2,4,-1,-1,0,3
417,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
417,2,,2,2,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
418,1,,1,6,-1,6,1,0,1,1,1,-1,15,150,5,2,4,-1,-1,0,5
419,1,,1,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
419,2,,1,6,-1,4,1,0,1,1,1,-1,12,120,5,2,4,-1,-1,0,4
419,3,,2,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
419,4,,1,6,-1,4,1,0,2,1,1,-1,7,56,4,2,1,1,6,0,2
420,1,,1,7,Black/White,5,1,0,1,1,1,-1,30,300,5,2,4,-1,-1,0,6
420,2,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
421,1,,2,8,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
421,2,,2,8,-1,5,1,0,1,1,1,-1,35,450,5,2,4,-1,-1,0,5
423,1,,2,6,-1,8,1,0,1,1,1,-1,70,700,5,2,4,-1,-1,0,5
424,1,,1,6,-1,4,1,0,1,1,1,-1,1,8,5,2,4,-1,-1,0,3
424,2,,2,6,-1,4,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
426,1,,2,6,-1,6,1,0,5,1,1,-1,0,30,5,1,4,-1,-1,0,5
426,2,,2,6,-1,8,1,8,1,1,3,-1,22,50,5,1,4,-1,-1,0,5
427,1,,1,2,-1,8,1,0,1,1,1,-1,26,280,5,2,4,-1,-1,0,5
427,2,,1,2,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,1,1,8,0,2
428,1,,2,8,-1,8,1,0,1,1,1,-1,15,6,1,1,4,-1,-1,0,4
428,2,,1,8,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
428,3,,2,8,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
429,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
429,2,,2,6,-1,5,1,0,1,1,1,-1,35,350,5,2,4,-1,-1,0,6
429,3,,1,6,-1,6,2,0,2,1,1,-1,25,100,2,2,1,1,28,0,3
430,1,,1,6,-1,3,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
432,1,,1,2,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
432,2,,2,4,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
432,3,,2,4,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
433,1,,1,2,-1,4,1,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
433,2,,2,2,-1,4,3,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
434,1,,1,6,-1,8,1,0,1,1,5,-1,1,0,3,3,4,-1,-1,0,4
436,1,,2,4,-1,8,1,0,1,1,1,-1,7,70,5,2,4,-1,-1,0,5
439,1,,1,8,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
440,1,,2,6,-1,7,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
440,2,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
442,1,,1,6,-1,7,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
444,1,,2,6,-1,6,1,0,1,1,1,-1,10,50,2,2,4,-1,-1,0,6
444,2,,1,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
446,1,,1,6,-1,4,1,0,1,1,1,-1,30,150,5,2,4,-1,-1,0,6
446,2,,2,6,-1,2,1,0,1,1,1,-1,30,150,5,2,4,-1,-1,0,6
447,1,,2,6,-1,6,1,0,1,1,1,-1,22,220,5,2,4,-1,-1,0,6
448,1,,3,6,-1,7,1,0,5,1,5,-1,3,12,4,1,4,-1,-1,0,5
448,2,,2,6,-1,8,1,0,5,1,5,-1,3,12,4,1,4,-1,-1,0,5
449,1,,1,6,-1,8,1,0,1,1,1,-1,27,300,5,2,4,-1,-1,0,4
449,2,,2,6,-1,6,1,0,1,1,1,-1,5,75,4,2,4,-1,-1,0,4
449,3,,1,8,-1,1,5,8,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
450,1,,1,6,-1,6,2,10,1,1,3,-1,22,0,5,3,4,-1,-1,0,5
450,2,,1,4,-1,2,1,0,1,1,1,-1,23,245,5,2,4,-1,-1,0,5
452,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
452,2,,2,6,-1,2,1,0,1,1,1,-1,5,25,5,2,4,-1,-1,0,7
454,1,,2,8,-1,6,1,0,1,1,1,-1,11,55,5,2,4,-1,-1,0,6
455,1,,1,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
455,2,,2,2,-1,2,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
457,1,,1,6,-1,8,1,0,2,1,1,-1,2,5,2,2,4,-1,-1,0,7
457,2,,2,6,-1,2,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
459,1,,2,6,-1,6,1,0,1,1,1,-1,9,90,5,2,4,-1,-1,0,4
459,2,,1,6,-1,1,1,0,2,1,1,-1,2,4,2,2,4,-1,-1,0,2
461,1,,2,6,-1,6,1,0,1,1,1,-1,21,210,5,2,4,-1,-1,0,5
461,2,,1,6,-1,4,2,2,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
461,3,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,2,1,3,0,2
463,1,,2,6,-1,6,1,1,1,1,1,-1,33,200,3,2,4,-1,-1,0,3
464,1,,1,2,-1,6,1,0,1,1,1,-1,22,300,6,2,4,-1,-1,0,5
464,2,,2,2,-1,4,1,0,1,1,1,-1,3,50,5,2,4,-1,-1,0,5
465,1,,1,6,-1,2,1,0,1,1,1,-1,13,80,5,2,4,-1,-1,0,5
466,1,,1,8,-1,4,1,0,2,2,-1,-1,-1,-1,-1,-1,2,1,20,0,2
467,1,,1,2,-1,5,1,14,1,1,1,-1,25,250,5,2,4,-1,-1,0,6
469,1,,2,4,-1,8,1,0,1,1,1,-1,10,100,5,2,4,-1,-1,0,5
469,2,,1,4,-1,4,1,0,1,1,1,-1,10,140,7,2,4,-1,-1,0,5
469,3,,1,4,-1,5,1,0,2,1,1,-1,15,150,5,2,3,-1,-1,0,2
469,4,,2,4,-1,1,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
472,1,,1,6,-1,7,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,0,3
472,2,,2,2,-1,8,2,4,1,1,3,-1,45,40,2,1,4,-1,-1,0,3
473,1,,2,6,-1,6,1,0,2,1,1,-1,30,300,5,2,4,-1,-1,0,5
473,2,,2,6,-1,2,3,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
473,3,,1,6,-1,4,4,6,4,-1,-1,-1,-1,-1,-1,-1,1,4,5,0,3
474,1,,2,6,-1,6,1,0,5,1,1,-1,5,40,3,2,4,-1,-1,0,4
474,2,,1,2,-1,6,1,0,2,1,1,-1,7,100,5,1,4,-1,-1,0,4
474,3,,1,6,-1,6,1,0,1,1,1,-1,25,250,5,2,4,-1,-1,0,2
474,4,,2,2,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
475,1,,2,6,-1,7,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
475,2,,1,6,-1,8,1,0,1,1,1,-1,9,130,5,2,4,-1,-1,0,6
477,1,,2,7,White and American Indian,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
479,1,,2,2,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
479,2,,1,6,-1,8,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,0,6
479,3,,2,2,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
480,1,,2,4,-1,6,1,0,1,1,1,-1,23,230,5,2,4,-1,-1,0,5
480,2,,1,4,-1,1,1,0,2,1,1,-1,5,50,5,1,4,-1,-1,0,6
480,3,,1,4,-1,4,1,0,1,1,1,-1,15,150,5,2,2,1,1,0,2
481,1,,1,6,-1,8,1,0,1,1,1,-1,40,350,4,2,4,-1,-1,0,6
482,1,,1,6,-1,6,1,0,5,1,1,-1,7,70,5,2,4,-1,-1,0,7
482,2,,2,6,-1,2,1,0,2,1,1,-1,2,20,5,2,4,-1,-1,0,7
483,1,,2,3,-1,2,2,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
484,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
484,2,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
487,1,,1,6,-1,8,2,5,1,1,5,-1,1,0,4,3,4,-1,-1,0,3
487,2,,2,6,-1,6,2,8,2,1,1,-1,3,20,3,1,4,-1,-1,0,3
488,1,,2,4,-1,5,1,0,1,1,1,-1,39,390,5,2,4,-1,-1,0,5
488,2,,1,6,-1,4,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
490,1,,1,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
490,2,,2,6,-1,5,1,0,1,1,1,-1,20,200,5,2,4,-1,-1,0,2
492,1,,2,8,-1,6,2,4,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
492,2,,1,8,-1,7,2,4,1,1,8,airporter,20,100,4,2,4,-1,-1,0,5
493,1,,2,4,-1,2,1,0,2,1,1,-1,20,200,5,2,4,-1,-1,0,5
493,2,,2,8,-1,4,5,4,4,-1,-1,-1,-1,-1,-1,-1,2,4,6,0,2
493,3,,1,8,-1,2,5,4,4,-1,-1,-1,-1,-1,-1,-1,1,4,6,0,2
493,4,,2,4,-1,1,4,5,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
493,5,,1,4,-1,2,1,0,5,1,1,-1,45,350,7,2,4,-1,-1,0,5
495,1,,1,4,-1,8,1,5,1,1,1,-1,5,100,5,2,4,-1,-1,0,6
495,2,,2,4,-1,5,1,5,1,1,1,-1,15,175,5,2,4,-1,-1,0,6
495,3,,2,4,-1,6,1,8,5,1,1,-1,0,280,6,2,4,-1,-1,0,3
497,1,,1,1,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
497,2,,2,6,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
499,1,,2,6,-1,4,1,30,5,1,1,-1,4,40,7,2,4,-1,-1,0,5
499,2,,1,6,-1,2,1,80,1,1,1,-1,20,100,5,2,4,-1,-1,0,3
501,1,,2,7,Caucasian/First Nations (Montagnais),4,1,0,1,1,2,-1,25,250,5,2,4,-1,-1,0,4
501,2,,1,6,-1,8,1,0,1,1,2,-1,37,370,5,2,3,-1,-1,0,3
502,1,,2,6,-1,8,1,10,1,1,3,-1,7,20,5,1,4,-1,-1,0,6
503,1,,2,6,-1,8,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
503,2,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
503,3,,1,6,-1,8,2,6,1,1,3,-1,10,40,5,1,4,-1,-1,0,3
505,1,,1,6,-1,8,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,1,6
505,2,,2,2,-1,8,1,0,2,1,1,-1,4,4,1,2,4,-1,-1,1,5
505,3,,1,7,Mixed asian and white,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,2
506,1,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
506,2,,1,6,-1,2,1,10,1,1,1,-1,9,90,5,2,4,-1,-1,0,5
507,1,,1,4,-1,6,1,2,1,1,1,-1,8,100,5,2,4,-1,-1,0,4
507,2,,2,4,-1,5,2,10,2,1,1,-1,12,40,2,2,4,-1,-1,0,3
510,1,,1,6,-1,8,2,10,1,1,4,-1,15,0,5,3,4,-1,-1,0,5
510,2,,2,2,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
511,1,,2,6,-1,6,1,0,5,1,1,-1,20,200,4,2,4,-1,-1,0,6
511,2,,2,6,-1,6,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
512,1,,2,6,-1,4,1,0,1,1,1,-1,13,0,5,2,4,-1,-1,0,6
513,1,,2,6,-1,5,2,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
514,1,,1,6,-1,7,1,0,1,1,1,-1,9,100,5,2,4,-1,-1,0,4
514,2,,2,6,-1,7,1,0,1,1,1,-1,7,0,5,2,4,-1,-1,0,5
515,1,,2,6,-1,6,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
515,2,,1,6,-1,8,1,10,1,1,3,-1,50,10,5,1,4,-1,-1,0,3
516,1,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
516,2,,2,6,-1,7,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
517,1,,2,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
517,2,,1,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
518,1,,2,6,-1,6,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
518,2,,1,6,-1,7,1,0,1,1,1,-1,6,60,5,2,4,-1,-1,0,5
518,3,,2,6,-1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
519,1,,2,6,-1,6,2,4,5,1,1,-1,3,15,3,2,4,-1,-1,0,3
519,2,,1,6,-1,8,3,4,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
521,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
521,2,,1,6,-1,4,1,0,1,1,1,-1,30,300,7,3,4,-1,-1,0,5
522,1,,2,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
522,2,,1,4,-1,6,1,0,1,1,1,-1,5,30,3,2,4,-1,-1,0,4
522,3,,2,6,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
523,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
525,1,,2,6,-1,7,1,0,2,1,1,-1,6,36,3,2,4,-1,-1,0,6
525,2,,1,6,-1,4,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
525,3,,1,6,-1,3,1,0,1,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
525,4,,1,6,-1,5,1,0,1,1,1,-1,60,500,1,2,4,-1,-1,0,3
526,1,,2,6,-1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
526,2,,1,6,-1,4,3,0,1,1,7,-1,1,14,5,3,4,-1,-1,0,5
526,3,,1,6,-1,2,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
526,4,,1,2,-1,4,1,0,3,1,1,-1,3,30,5,2,4,-1,-1,0,6
527,1,,2,3,-1,6,1,0,1,1,1,-1,47,470,5,1,4,-1,-1,0,6
530,1,,1,6,-1,6,1,0,1,1,1,-1,16,80,5,2,4,-1,-1,0,5
531,1,,1,6,-1,7,1,0,1,1,1,-1,3,15,5,2,4,-1,-1,0,3
531,2,,2,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
532,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
532,2,,2,6,-1,8,3,0,2,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
533,1,,1,6,-1,8,3,10,1,1,3,-1,7,0,5,3,4,-1,-1,0,4
534,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
534,2,,1,6,-1,7,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
535,1,,1,6,-1,7,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
535,2,,2,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,4
535,3,,2,6,-1,7,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,7
541,1,,1,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
541,2,,2,6,-1,5,3,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
542,1,,1,6,-1,8,2,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
542,2,,2,6,-1,4,4,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
544,1,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,1,5
544,2,,2,6,-1,8,1,0,1,1,1,-1,15,150,5,2,4,-1,-1,1,5
544,3,,1,6,-1,4,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,1,2
544,4,,2,6,-1,4,1,0,2,1,1,-1,2,16,4,2,1,1,2,1,2
547,1,,1,4,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
548,1,,1,6,-1,6,2,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
548,2,,2,6,-1,6,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,999
552,1,,2,6,-1,6,1,0,1,1,2,-1,10,60,3,2,4,-1,-1,0,3
552,2,,1,6,-1,6,1,0,1,1,1,-1,10,100,5,2,4,-1,-1,0,3
553,1,,1,6,-1,2,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
553,2,,2,6,-1,3,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
555,1,,1,2,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
555,2,,2,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
556,1,,1,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
557,1,,1,6,-1,4,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
557,2,,2,6,-1,4,1,0,1,1,1,-1,25,700,5,2,4,-1,-1,0,5
558,1,,2,4,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
558,2,,2,4,-1,2,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,8
562,1,,2,6,-1,6,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
562,2,,1,6,-1,8,1,0,1,1,1,-1,19,190,5,2,4,-1,-1,0,6
562,3,,2,6,-1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,2
563,1,,1,6,-1,8,1,0,1,1,1,-1,5,50,5,2,4,-1,-1,0,6
563,2,,2,6,-1,5,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
564,1,,2,6,-1,6,1,0,1,1,1,-1,5,100,5,2,4,-1,-1,0,4
564,2,,1,6,-1,8,1,0,1,1,2,-1,50,500,5,2,4,-1,-1,0,3
566,1,,1,6,-1,8,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
566,2,,2,7,Persian,4,1,0,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,5
569,1,,2,6,-1,8,1,0,1,1,1,-1,20,120,3,2,4,-1,-1,0,4
569,2,,1,6,-1,8,1,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
570,1,,1,6,-1,6,3,2,5,2,-1,-1,-1,-1,-1,-1,4,-1,-1,0,3
570,2,,2,8,-1,4,1,0,1,1,1,-1,25,125,5,2,4,-1,-1,0,3
572,1,,1,6,-1,5,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
572,2,,2,6,-1,2,2,0,4,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,0,6
573,1,,1,6,-1,1,1,0,1,1,7,-1,2,20,5,2,4,-1,-1,0,5
574,1,,1,6,-1,6,1,0,1,1,1,-1,22,176,4,2,4,-1,-1,0,6
