sampno,sequence,choice,alt1_fuel,alt1_veh,alt1_year,a1_incentive,a1_fuelavail,a1_fuelavail_loc,alt1_range,alt1_veh_model,alt1_annmain,alt1_cpmile,alt1_mpge,alt1_accel,alt1_refueltime,alt1_trunk,alt1_price,alt2_fuel,alt2_veh,alt2_year,a2_incentive,a2_fuelavail,a2_fuelavail_loc,alt2_range,alt2_veh_model,alt2_annmain,alt2_cpmile,alt2_mpge,alt2_accel,alt2_refueltime,alt2_trunk,alt2_price,alt3_fuel,alt3_veh,alt3_year,a3_incentive,a3_fuelavail,a3_fuelavail_loc,alt3_range,alt3_veh_model,alt3_annmain,alt3_cpmile,alt3_mpge,alt3_accel,alt3_refueltime,alt3_trunk,alt3_price,alt4_fuel,alt4_veh,alt4_year,a4_incentive,a4_fuelavail,a4_fuelavail_loc,alt4_range,alt4_veh_model,alt4_annmain,alt4_cpmile,alt4_mpge,alt4_accel,alt4_refueltime,alt4_trunk,alt4_price
2420,2,1,9,4,2016,3,15,1,300,4,373.5,5.88,95.0,4.6,10,14.0,180000,1,4,2016,0,3,1,535,58,581.0,17.64,33.0,9.0,3,16.0,102800,7,3,2016,1,20,1,200,4,473.0,22.96,25.0,5.5,16,11.0,92500,3,8,2015,0,0,3,737,1,405.0,15.31,39.0,8.9,8,24.0,117800
2420,3,1,9,4,2016,3,10,1,100,4,518.75,3.11,108.0,4.6,12,11.0,180000,9,2,2016,8,5,1,300,2,481.0,3.61,93.0,10.1,9,9.0,80500,10,5,2016,1,20,1,150,1,639.0,55.06,41.0,7.3,15,6.0,161400,5,4,2016,0,10,1,832,2,581.0,14.81,42.0,9.0,4,20.0,82200
2420,4,4,9,4,2016,1,20,1,80,2,456.5,17.2,65.0,8.6,10,10.0,120000,5,13,2016,0,3,1,683,1,700.0,17.94,26.0,8.7,1,105.0,91600,3,5,2016,7,0,2,504,1,533.0,18.66,32.0,7.3,5,7.0,145700,9,4,2016,0,15,1,150,1,311.0,14.33,78.0,4.6,12,14.0,139500
2420,5,3,9,4,2016,3,5,1,80,2,456.5,5.16,65.0,8.6,11,10.0,120000,4,5,2013,0,5,1,205,4,533.0,16.38,13.0,7.5,3,12.0,45800,9,4,2016,0,0,3,80,1,519.0,3.53,95.0,4.6,9,13.0,160500,6,10,2016,0,10,1,456,2,405.0,7.77,24.0,10.7,3,15.0,63800
2420,6,1,9,4,2016,6,5,1,100,4,373.5,10.75,78.0,4.6,9,10.0,120000,5,13,2016,0,5,1,618,1,616.0,7.18,26.0,12.7,2,128.0,68500,3,4,2016,7,0,2,1148,1,581.0,4.12,58.0,4.6,8,14.0,128300,9,3,2016,9,0,2,80,1,481.0,6.76,124.0,5.1,12,13.0,111200
2420,7,1,9,4,2016,8,20,1,150,4,456.5,7.17,78.0,8.6,10,14.0,160500,5,11,2016,0,7,1,675,2,405.0,20.73,30.0,5.4,2,14.0,102800,3,4,2016,8,20,1,794,2,512.0,18.95,42.0,4.6,8,12.0,95900,9,12,2016,4,0,3,300,1,289.0,6.01,93.0,9.5,10,23.0,137700
2420,8,1,9,4,2016,4,5,1,80,4,311.25,7.17,78.0,4.6,11,11.0,120000,9,13,2014,0,20,1,80,1,556.0,8.6,65.0,8.1,9,73.0,102000,2,5,2016,0,5,1,660,2,608.0,7.28,40.0,8.1,2,11.0,100900,7,4,2016,7,20,1,150,1,581.0,31.89,18.0,9.0,14,9.0,103600
2424,1,1,9,1,2016,9,5,1,150,9,346.5,6.45,130.0,7.0,10,10.0,14000,2,1,2016,0,10,1,601,6,365.0,11.19,52.0,8.5,2,8.0,15000,7,2,2016,9,20,1,200,2,383.0,5.38,32.0,6.5,15,8.0,17600,4,12,2016,0,5,1,484,3,323.0,19.36,22.0,5.9,2,44.0,21100
2424,2,1,9,1,2016,0,20,1,100,9,423.5,8.6,130.0,7.0,11,9.0,14000,2,5,2013,0,7,1,599,2,844.0,4.59,38.0,8.1,1,11.0,16000,9,11,2016,3,0,3,80,4,437.0,16.44,68.0,9.0,12,12.0,34100,1,1,2016,0,5,1,335,117,531.0,6.02,29.0,11.5,2,10.0,12000
2424,3,1,9,1,2016,4,0,3,150,5,346.5,7.17,78.0,7.0,11,10.0,16300,9,2,2016,8,10,1,100,4,481.0,4.33,129.0,6.1,11,12.0,18300,10,1,2016,7,20,1,200,2,319.0,16.72,54.0,7.0,13,6.0,18600,5,3,2014,0,5,1,725,10,323.0,6.76,46.0,9.5,3,15.0,13200
2424,4,2,9,1,2016,9,0,2,100,6,346.5,7.36,114.0,7.0,9,10.0,14000,9,7,2016,5,0,2,300,2,387.0,12.7,66.0,5.4,11,19.0,29300,1,6,2014,0,7,1,352,23,383.0,29.1,20.0,6.5,2,19.0,12200,5,1,2016,0,5,1,523,4,383.0,9.33,50.0,7.5,3,10.0,12000
2424,5,3,9,1,2016,4,10,1,100,6,423.5,3.57,94.0,7.0,12,8.0,21000,3,6,2016,9,5,1,933,2,468.0,11.26,53.0,6.1,8,12.0,17600,9,1,2016,9,0,2,80,6,481.0,4.3,78.0,11.0,9,7.0,18700,1,3,2016,0,3,1,545,243,323.0,8.82,33.0,5.5,3,14.0,12600
2424,6,1,9,1,2016,8,0,2,80,6,423.5,10.75,78.0,7.0,9,9.0,16300,5,13,2016,0,3,1,618,2,700.0,17.94,26.0,12.7,4,99.0,18100,3,6,2016,7,5,1,654,1,383.0,5.55,43.0,10.1,5,12.0,17600,9,1,2016,1,15,1,80,9,481.0,10.75,78.0,7.0,10,7.0,21000
2424,7,4,9,1,2016,0,0,2,80,6,481.25,7.36,114.0,11.0,10,9.0,21000,3,12,2015,0,0,3,774,1,387.0,18.51,43.0,9.5,6,25.0,23600,9,1,2015,0,0,2,300,5,481.0,6.65,126.0,7.0,12,9.0,10500,2,3,2013,0,7,1,677,19,506.0,4.26,41.0,6.3,2,16.0,9200
2424,8,1,9,1,2016,9,0,2,150,9,346.5,3.57,94.0,7.0,10,10.0,16300,9,1,2016,0,0,3,100,9,424.0,2.58,130.0,11.0,9,7.0,21000,1,6,2014,0,10,1,502,29,319.0,5.29,33.0,6.5,2,20.0,8100,7,4,2016,1,5,1,200,1,581.0,23.92,18.0,5.0,13,12.0,27100
2425,1,1,1,8,2016,0,5,1,376,35,405.0,15.32,19.0,5.3,1,31.0,27900,3,7,2015,0,15,1,612,1,600.0,23.41,34.0,5.4,8,20.0,30300,1,11,2016,0,10,1,473,18,405.0,13.86,21.0,5.4,1,14.0,30400,2,8,2014,0,5,1,535,4,473.0,8.82,33.0,10.0,3,25.0,26200
2425,2,1,1,8,2016,0,3,1,373,65,337.5,12.65,23.0,9.3,4,38.0,27900,5,8,2014,0,10,1,359,2,495.0,19.91,19.0,5.3,2,38.0,28900,3,3,2016,3,10,1,941,4,473.0,12.06,66.0,5.1,5,14.0,23600,1,10,2016,0,5,1,567,17,423.0,10.78,27.0,9.9,4,13.0,20800
2425,3,1,1,8,2016,0,3,1,325,55,337.5,30.63,19.0,5.3,4,31.0,36000,9,8,2016,6,15,1,100,2,304.0,5.41,62.0,8.9,10,28.0,42000,7,10,2016,2,10,1,200,4,353.0,16.88,17.0,9.9,14,10.0,23600,3,12,2016,9,0,2,630,2,538.0,19.9,30.0,5.5,7,32.0,39100
2425,4,1,1,8,2016,0,5,1,445,45,562.5,6.72,26.0,9.3,2,38.0,32100,5,7,2014,0,5,1,440,1,360.0,9.33,20.0,5.8,1,28.0,23500,2,8,2016,0,3,1,581,2,387.0,5.14,34.0,6.0,3,25.0,40100,1,4,2014,0,5,1,605,30,581.0,5.46,32.0,5.0,1,20.0,24800
2425,5,3,1,8,2016,0,5,1,515,35,405.0,16.79,26.0,9.3,3,38.0,32100,6,2,2016,0,3,1,858,4,365.0,5.09,60.0,11.4,1,12.0,23600,4,5,2016,0,10,1,228,1,533.0,7.99,16.0,7.5,2,12.0,30100,2,8,2016,0,5,1,643,4,323.0,12.84,34.0,10.0,3,27.0,34900
2425,6,1,1,8,2016,0,5,1,359,55,405.0,15.32,19.0,9.3,4,38.0,32100,1,9,2016,0,7,1,333,3,534.0,20.79,14.0,9.3,1,21.0,35100,9,8,2014,0,15,1,100,4,365.0,15.53,72.0,4.9,10,21.0,36600,7,12,2016,2,15,1,250,2,387.0,6.62,26.0,9.9,14,21.0,36400
2425,7,4,1,8,2016,0,3,1,435,45,495.0,25.3,23.0,5.3,2,38.0,36000,1,1,2013,0,7,1,267,131,468.0,21.56,27.0,11.5,2,14.0,10800,6,8,2016,0,3,1,470,1,323.0,14.05,29.0,6.0,3,33.0,46500,4,6,2014,0,7,1,420,6,468.0,8.52,25.0,6.5,1,15.0,17800
2425,8,3,1,8,2016,0,5,1,491,35,405.0,6.72,26.0,9.3,2,40.0,36000,3,11,2016,6,10,1,923,4,594.0,5.82,41.0,5.0,8,12.0,28400,1,5,2016,0,10,1,363,94,781.0,7.94,22.0,7.5,1,12.0,24600,9,8,2016,5,20,1,150,1,304.0,6.45,52.0,4.9,11,27.0,56200
2427,5,1,2,8,2014,0,10,1,342,2,537.5,29.1,20.0,10.0,3,34.0,33500,7,7,2016,0,10,1,150,4,360.0,31.89,18.0,5.8,13,13.0,43400,4,1,2011,0,5,1,198,1,319.0,6.39,20.0,11.5,2,11.0,10300,2,8,2016,0,10,1,643,1,473.0,17.12,34.0,6.0,4,33.0,38400
2427,6,1,2,8,2014,0,5,1,548,2,537.5,15.05,29.0,6.0,1,27.0,33500,3,9,2016,0,0,3,656,2,437.0,31.84,25.0,4.9,7,16.0,72500,1,2,2016,0,3,1,358,219,383.0,15.05,29.0,10.5,4,14.0,26900,5,8,2016,0,10,1,653,4,338.0,17.19,33.0,5.3,1,30.0,36900
2427,7,1,2,8,2014,0,10,1,396,1,473.0,21.83,20.0,10.0,2,33.0,28800,3,7,2016,0,15,1,522,4,600.0,13.72,29.0,9.4,5,15.0,53800,1,8,2016,0,3,1,308,55,338.0,22.97,19.0,9.3,1,31.0,41100,5,9,2012,0,3,1,446,2,606.0,33.39,17.0,9.3,3,16.0,31300
2427,8,1,2,8,2014,0,5,1,564,1,537.5,5.29,33.0,10.0,1,25.0,33500,1,8,2011,0,10,1,356,56,563.0,9.7,18.0,9.3,2,31.0,20200,5,7,2016,0,3,1,630,2,432.0,6.48,35.0,9.8,1,28.0,34500,2,1,2016,0,7,1,307,6,506.0,5.63,31.0,12.5,1,9.0,23200
2427,1,1,2,8,2014,0,3,1,389,4,322.5,7.28,24.0,6.0,4,25.0,38500,2,3,2011,0,10,1,520,12,304.0,5.29,33.0,10.3,3,16.0,9700,9,8,2016,0,10,1,150,2,304.0,3.9,86.0,8.9,10,28.0,80700,1,2,2014,0,7,1,469,134,383.0,4.59,38.0,6.5,3,14.0,14200
2427,2,3,2,8,2014,0,3,1,535,1,387.0,17.64,33.0,10.0,1,34.0,43200,2,13,2011,0,7,1,473,1,401.0,27.71,21.0,9.7,3,84.0,19100,3,8,2016,5,15,1,787,1,338.0,8.65,46.0,4.9,8,22.0,43000,1,5,2014,0,10,1,479,115,533.0,20.07,29.0,3.5,3,10.0,25300
2427,3,1,2,8,2014,0,3,1,396,4,322.5,8.73,20.0,10.0,3,34.0,28800,5,12,2016,0,5,1,684,1,387.0,6.31,36.0,9.9,1,33.0,32100,2,2,2016,0,3,1,505,6,365.0,4.72,37.0,7.4,2,14.0,33600,8,8,2016,9,20,1,200,2,563.0,15.11,19.0,6.0,13,19.0,61700
2427,4,1,2,8,2014,0,3,1,496,4,387.0,15.05,29.0,6.0,2,27.0,38500,7,8,2016,9,20,1,150,4,495.0,8.2,21.0,5.3,16,18.0,46500,4,12,2012,0,3,1,440,2,387.0,15.98,20.0,9.9,4,35.0,24400,2,10,2016,0,10,1,630,2,495.0,12.47,35.0,10.7,1,14.0,25000
2430,3,1,2,3,2014,0,7,1,599,23,506.25,13.86,42.0,6.3,4,12.0,10700,3,4,2014,0,15,1,648,4,419.0,5.97,40.0,8.6,6,11.0,22300,2,3,2016,0,5,1,726,29,446.0,13.23,44.0,6.3,4,16.0,20300,9,8,2013,0,20,1,100,4,446.0,6.84,49.0,8.9,11,27.0,17800
2430,4,3,2,3,2014,0,3,1,441,19,445.5,10.39,28.0,6.3,2,16.0,13800,4,1,2016,0,10,1,297,20,383.0,7.1,30.0,11.5,1,13.0,12000,2,3,2012,0,7,1,759,16,506.0,6.33,46.0,6.3,2,12.0,5800,9,5,2014,0,15,1,80,1,576.0,4.93,68.0,3.3,10,7.0,16600
2430,5,4,2,3,2014,0,5,1,378,19,364.5,6.24,28.0,6.3,1,15.0,9200,1,7,2016,0,5,1,374,23,600.0,10.27,17.0,5.8,4,21.0,21600,5,10,2011,0,10,1,418,2,588.0,10.32,22.0,9.9,3,13.0,8800,2,3,2016,0,3,1,825,20,365.0,3.49,50.0,10.3,4,12.0,18100
2430,6,1,2,3,2014,0,3,1,459,15,506.25,8.56,34.0,10.3,2,12.0,12300,3,5,2014,0,20,1,442,1,781.0,25.68,31.0,3.3,5,7.0,19900,2,8,2012,0,10,1,518,1,538.0,9.09,32.0,6.0,1,27.0,14900,9,3,2014,0,15,1,150,2,481.0,10.75,104.0,5.1,11,13.0,12800
2430,7,4,2,3,2014,0,10,1,561,15,364.5,5.14,34.0,6.3,4,15.0,9200,5,8,2011,0,10,1,586,3,338.0,6.02,31.0,5.3,4,31.0,12100,3,3,2012,0,0,2,866,2,538.0,10.85,55.0,9.1,6,10.0,6500,2,2,2014,0,10,1,515,4,365.0,3.97,44.0,7.4,4,12.0,7600
2430,8,1,2,3,2014,0,5,1,648,19,445.5,6.06,48.0,6.3,4,12.0,9200,10,8,2014,0,5,1,250,2,563.0,22.02,41.0,8.9,15,24.0,26900,7,3,2016,8,10,1,150,4,473.0,17.22,25.0,9.5,13,8.0,14000,4,5,2014,0,3,1,347,4,639.0,14.52,22.0,7.5,3,10.0,11600
2430,1,1,2,3,2014,0,3,1,462,19,506.25,10.39,28.0,6.3,2,12.0,12300,9,3,2016,8,10,1,100,4,481.0,10.26,109.0,9.1,12,10.0,18900,1,10,2016,0,5,1,304,14,353.0,18.19,16.0,9.9,3,16.0,15000,5,4,2014,0,3,1,693,1,512.0,10.81,35.0,9.0,2,15.0,17000
2430,2,1,2,3,2014,0,5,1,792,23,364.5,6.06,48.0,10.3,3,15.0,9200,2,12,2016,0,7,1,462,1,446.0,13.23,22.0,10.7,3,38.0,22400,8,11,2016,2,10,1,200,4,486.0,6.15,28.0,10.1,15,8.0,29300,7,3,2016,1,10,1,200,2,538.0,5.74,30.0,5.5,16,11.0,18800
2436,5,2,3,8,2016,0,0,3,653,2,495.0,24.12,33.0,8.9,6,24.0,37500,2,4,2016,0,7,1,502,2,330.0,18.77,31.0,9.7,1,17.0,29500,7,2,2016,0,20,1,250,2,319.0,17.94,32.0,10.5,15,10.0,17700,3,8,2016,5,10,1,624,4,495.0,24.12,33.0,8.9,6,29.0,42000
2436,6,1,3,8,2016,5,0,3,529,2,495.0,8.53,28.0,4.9,8,22.0,37500,7,8,2016,10,10,1,250,2,563.0,27.33,21.0,5.3,15,23.0,30300,3,10,2016,5,0,3,738,1,588.0,5.82,41.0,5.5,5,12.0,18200,9,11,2016,4,0,2,300,1,364.0,4.93,68.0,5.0,12,9.0,39500
2436,7,1,3,8,2016,5,5,1,554,4,405.0,8.53,28.0,8.9,8,30.0,42000,4,13,2014,0,5,1,263,8,504.0,21.3,10.0,8.7,2,134.0,12100,3,8,2015,0,20,1,632,1,338.0,6.12,39.0,8.9,5,22.0,23200,9,2,2016,7,0,2,150,4,481.0,14.52,77.0,10.1,10,12.0,23800
2436,8,1,3,8,2016,5,15,1,812,2,337.5,9.71,41.0,8.9,8,29.0,32500,9,1,2016,8,15,1,300,6,289.0,8.92,94.0,11.0,12,7.0,24300,1,12,2013,0,7,1,380,10,473.0,14.55,20.0,9.9,4,43.0,13500,5,8,2014,0,7,1,376,3,495.0,16.37,19.0,9.3,3,31.0,27000
2436,1,3,3,8,2016,8,20,1,869,4,562.5,17.3,46.0,4.9,8,24.0,32500,5,2,2016,0,7,1,683,6,468.0,6.22,50.0,10.5,1,13.0,14000,3,8,2016,3,5,1,479,2,405.0,28.43,28.0,4.9,7,30.0,32500,9,3,2016,0,10,1,80,1,347.0,9.42,89.0,5.1,9,13.0,32900
2436,2,1,3,8,2016,6,5,1,529,1,405.0,28.43,28.0,8.9,8,22.0,28000,3,7,2016,4,5,1,522,2,600.0,27.45,29.0,9.4,7,20.0,26200,9,13,2016,4,0,3,150,1,455.0,18.23,46.0,12.1,11,73.0,44300,1,8,2016,0,10,1,373,55,495.0,25.3,23.0,9.3,4,40.0,23300
2436,3,2,3,8,2016,6,0,2,869,1,495.0,5.19,46.0,4.9,7,24.0,37500,9,8,2016,3,20,1,100,2,365.0,7.36,76.0,4.9,10,28.0,46800,2,6,2016,0,7,1,593,2,440.0,7.46,39.0,7.4,4,12.0,23500,5,3,2014,0,10,1,621,7,473.0,6.76,46.0,5.5,4,18.0,17100
2436,4,1,3,8,2016,0,15,1,869,2,562.5,8.65,46.0,4.9,6,22.0,32500,3,9,2015,0,20,1,675,1,364.0,13.27,30.0,8.9,5,16.0,34100,9,8,2014,0,0,2,150,2,365.0,7.76,72.0,8.9,9,27.0,39400,1,5,2014,0,7,1,347,90,533.0,8.31,21.0,7.5,4,13.0,12300
2438,5,3,9,3,2016,5,10,1,300,2,481.25,9.42,89.0,9.1,12,13.0,37500,6,1,2016,0,10,1,641,4,506.0,5.77,53.0,8.5,2,11.0,20000,4,5,2013,0,5,1,264,1,639.0,19.97,16.0,3.5,3,12.0,13300,2,3,2016,0,10,1,713,20,446.0,8.73,50.0,6.3,4,12.0,30000
2438,6,4,9,3,2016,5,0,2,100,1,288.75,7.55,74.0,9.1,11,10.0,42000,9,2,2016,6,10,1,300,4,289.0,4.33,129.0,6.1,12,12.0,31200,2,8,2016,0,7,1,416,2,538.0,8.31,21.0,6.0,4,33.0,38100,7,3,2016,9,5,1,150,2,387.0,14.35,30.0,5.5,14,11.0,20800
2438,7,1,9,3,2016,1,0,2,300,1,481.25,5.13,109.0,5.1,11,13.0,37500,9,3,2016,5,5,1,150,4,347.0,5.13,109.0,5.1,10,10.0,32500,1,2,2013,0,3,1,269,132,468.0,18.98,23.0,10.5,1,17.0,12000,5,8,2014,0,7,1,454,3,405.0,16.66,28.0,5.3,4,31.0,23900
2438,8,3,9,3,2016,3,5,1,150,2,423.5,3.77,89.0,9.1,11,13.0,28000,7,13,2016,9,20,1,150,4,616.0,15.11,19.0,8.7,15,63.0,33500,3,3,2016,0,5,1,974,4,473.0,10.12,59.0,5.1,5,14.0,26000,9,9,2014,0,15,1,150,1,392.0,6.1,55.0,4.9,12,15.0,56600
2438,1,1,9,3,2016,8,5,1,150,1,288.75,15.11,74.0,9.1,10,13.0,37500,8,7,2016,2,15,1,150,4,600.0,7.18,24.0,10.6,16,12.0,42800,5,4,2014,0,3,1,496,2,512.0,19.57,29.0,9.0,4,20.0,18800,2,8,2014,0,7,1,470,1,473.0,15.05,29.0,10.0,4,33.0,32100
2438,2,4,9,3,2016,8,0,3,80,2,288.75,4.53,74.0,5.1,12,13.0,37500,4,4,2014,0,5,1,239,2,581.0,30.43,14.0,5.0,4,15.0,24700,9,12,2016,1,15,1,300,4,424.0,4.09,82.0,9.5,12,31.0,46400,8,3,2016,0,5,1,250,1,538.0,13.05,33.0,6.3,16,9.0,36000
2438,3,4,9,3,2016,7,0,2,150,2,481.25,3.08,109.0,5.1,11,10.0,32500,5,6,2016,0,3,1,471,1,468.0,6.02,31.0,6.5,2,19.0,22300,3,5,2016,6,20,1,740,1,888.0,8.47,47.0,3.3,6,8.0,38100,9,3,2016,6,10,1,100,2,289.0,3.77,89.0,9.1,10,13.0,28000
2438,4,3,9,3,2016,8,0,3,150,1,423.5,6.28,89.0,9.1,9,10.0,42000,9,7,2015,0,5,1,300,2,323.0,8.73,64.0,5.4,11,15.0,46400,2,3,2013,0,10,1,536,27,365.0,17.12,34.0,10.3,4,15.0,10200,7,1,2016,1,10,1,300,1,319.0,7.97,36.0,7.5,15,6.0,20600
2441,1,3,9,4,2016,0,0,3,300,1,518.75,10.35,108.0,8.6,9,14.0,93000,9,8,2016,8,5,1,150,2,446.0,13.0,86.0,8.9,10,21.0,78900,1,4,2016,0,10,1,548,50,349.0,20.07,29.0,5.0,4,15.0,61100,5,2,2016,0,7,1,429,9,531.0,25.23,30.0,6.5,4,18.0,42300
2441,2,1,9,4,2016,6,0,2,100,1,311.25,8.83,95.0,4.6,12,14.0,80000,9,4,2015,0,15,1,300,1,374.0,11.18,75.0,8.6,12,14.0,61600,10,8,2016,3,10,1,200,4,495.0,38.26,59.0,8.9,14,18.0,104800,5,1,2016,0,7,1,460,5,468.0,10.6,44.0,7.5,2,13.0,28100
2441,3,1,9,4,2016,5,20,1,300,1,311.25,8.6,65.0,8.6,12,11.0,93000,1,11,2013,0,10,1,358,30,675.0,22.38,13.0,5.4,1,14.0,29700,5,4,2016,0,7,1,633,2,349.0,8.41,37.0,5.0,1,15.0,54800,3,2,2016,5,0,3,491,4,468.0,14.21,42.0,10.1,6,13.0,55300
2441,4,3,9,4,2016,1,20,1,100,1,311.25,10.75,78.0,8.6,12,14.0,120000,3,2,2016,5,0,3,819,5,319.0,3.41,70.0,6.1,5,10.0,36900,9,4,2016,9,20,1,150,4,311.0,10.75,78.0,4.6,12,14.0,93000,10,13,2016,0,20,1,250,2,420.0,47.03,32.0,12.1,13,63.0,101800
2441,5,4,9,4,2016,0,20,1,300,1,311.25,3.11,108.0,8.6,12,11.0,107000,1,2,2016,0,7,1,396,259,531.0,15.05,29.0,10.5,1,13.0,39500,7,10,2016,1,10,1,250,1,588.0,20.5,21.0,5.9,15,10.0,38100,4,4,2016,0,5,1,436,3,419.0,14.52,22.0,5.0,1,15.0,48000
2441,6,1,9,4,2016,3,15,1,300,1,456.5,3.53,95.0,4.6,11,13.0,120000,1,4,2014,0,10,1,547,39,512.0,13.64,32.0,9.0,2,16.0,31000,5,8,2016,0,10,1,389,2,338.0,19.44,24.0,5.3,3,30.0,62900,3,7,2016,5,15,1,735,1,360.0,6.82,35.0,9.4,7,16.0,79000
2441,7,1,9,4,2016,3,0,2,300,4,456.5,8.83,95.0,4.6,11,14.0,120000,4,4,2016,0,3,1,356,3,581.0,9.68,22.0,9.0,4,19.0,72000,9,12,2016,8,20,1,100,4,424.0,9.02,93.0,9.5,9,23.0,68600,8,2,2016,1,20,1,150,4,319.0,16.88,34.0,7.4,15,11.0,39600
2441,8,4,9,4,2016,8,0,3,100,4,373.5,8.83,95.0,8.6,9,13.0,120000,9,13,2016,6,0,3,150,1,556.0,15.25,55.0,12.1,11,69.0,89100,10,1,2014,0,5,1,150,1,468.0,14.56,62.0,7.0,15,8.0,42000,5,4,2013,0,3,1,567,1,512.0,13.33,35.0,5.0,3,15.0,37400
2446,5,3,3,4,2014,0,15,1,1058,1,418.5,4.26,56.0,8.6,7,15.0,53500,3,8,2014,0,20,1,510,1,338.0,8.84,27.0,4.9,8,24.0,50600,9,4,2016,1,0,3,80,2,519.0,5.88,95.0,4.6,11,10.0,73600,2,11,2016,0,7,1,473,3,464.0,16.17,18.0,10.1,3,12.0,58500
2446,6,1,3,4,2014,0,0,2,643,1,581.25,23.41,34.0,8.6,7,12.0,40000,4,10,2011,0,3,1,352,2,423.0,13.31,16.0,5.9,2,13.0,18600,2,1,2016,0,5,1,387,4,304.0,7.86,37.0,8.5,1,8.0,36100,7,4,2016,7,10,1,300,4,349.0,31.89,18.0,9.0,15,12.0,82000
2446,7,4,3,4,2014,0,15,1,792,2,511.5,19.9,40.0,4.6,7,14.0,53500,2,10,2016,0,3,1,540,4,495.0,19.4,30.0,10.7,3,11.0,33700,5,1,2016,0,5,1,495,4,468.0,15.13,50.0,11.5,1,10.0,38800,3,3,2016,4,15,1,540,3,473.0,19.9,40.0,5.1,5,10.0,47400
2446,8,4,3,4,2014,0,15,1,1109,4,511.5,7.11,56.0,4.6,7,11.0,40000,2,4,2014,0,10,1,599,4,330.0,7.86,37.0,9.7,3,12.0,53700,7,1,2016,9,15,1,150,4,531.0,7.97,36.0,7.5,14,8.0,42000,3,12,2013,0,0,2,912,1,323.0,8.29,48.0,5.5,5,33.0,50800
2446,1,1,3,4,2014,0,0,2,648,4,348.75,5.97,40.0,4.6,7,15.0,46500,2,6,2011,0,10,1,504,2,500.0,19.4,30.0,7.4,4,16.0,20700,7,7,2016,2,20,1,200,1,528.0,16.56,26.0,5.8,14,17.0,50500,3,4,2016,6,0,2,599,2,349.0,6.82,35.0,4.6,8,11.0,68400
2446,2,1,3,4,2014,0,0,3,838,4,418.5,4.87,49.0,4.6,5,11.0,53500,9,4,2016,7,15,1,300,1,457.0,7.76,108.0,4.6,10,11.0,110500,1,9,2012,0,7,1,451,6,364.0,30.63,19.0,9.3,4,21.0,35200,5,10,2016,0,5,1,420,4,353.0,37.83,20.0,5.9,3,16.0,43300
2446,3,2,3,4,2014,0,20,1,756,2,418.5,14.93,40.0,4.6,8,11.0,46500,9,2,2014,0,5,1,80,2,424.0,7.55,74.0,10.1,12,12.0,38600,1,4,2014,0,7,1,479,47,512.0,20.79,28.0,9.0,3,19.0,38200,5,7,2016,0,5,1,462,4,528.0,29.62,21.0,9.8,1,27.0,69900
2446,4,1,3,4,2014,0,0,3,551,1,348.75,11.71,34.0,8.6,5,15.0,53500,1,4,2014,0,10,1,605,47,349.0,5.46,32.0,9.0,3,20.0,28600,4,9,2011,0,5,1,190,15,606.0,53.25,8.0,9.3,4,16.0,40400,3,3,2016,0,20,1,891,5,473.0,6.03,66.0,9.1,5,10.0,40800
2451,5,1,9,2,2016,1,15,1,80,2,288.75,2.6,129.0,10.1,9,12.0,24000,9,6,2016,4,20,1,300,1,342.0,5.01,67.0,6.1,11,13.0,28800,1,11,2016,0,7,1,446,34,486.0,25.68,17.0,9.4,4,16.0,23000,7,2,2016,1,10,1,200,2,468.0,5.38,32.0,10.5,15,8.0,17800
2451,6,1,9,2,2016,6,15,1,150,1,288.75,10.89,77.0,6.1,9,10.0,27900,9,8,2016,6,10,1,150,2,506.0,16.13,52.0,4.9,10,21.0,61600,1,2,2016,0,5,1,572,139,468.0,14.55,40.0,10.5,4,18.0,20600,7,9,2016,9,20,1,300,4,534.0,35.88,16.0,5.3,14,10.0,38400
2451,7,1,9,2,2016,8,0,2,100,1,346.5,14.52,77.0,10.1,10,9.0,32100,4,6,2016,0,7,1,395,7,383.0,8.19,26.0,10.5,2,20.0,25900,9,8,2016,5,20,1,300,2,304.0,13.0,86.0,8.9,11,22.0,61600,8,2,2016,9,5,1,200,1,468.0,14.84,29.0,7.4,14,8.0,20600
2451,8,1,9,2,2016,9,0,2,300,2,346.5,9.81,114.0,10.1,12,9.0,24000,4,12,2016,0,3,1,484,3,473.0,14.52,22.0,9.9,1,35.0,21400,9,7,2016,6,0,3,80,1,538.0,12.29,91.0,5.4,9,19.0,44600,1,2,2016,0,7,1,296,219,531.0,24.25,24.0,10.5,4,18.0,13700
2451,1,1,9,2,2016,0,0,2,100,1,346.5,7.26,77.0,10.1,11,10.0,32100,3,2,2016,5,5,1,683,5,383.0,11.94,50.0,10.1,8,10.0,22300,9,13,2016,1,5,1,100,2,455.0,10.16,55.0,8.1,12,69.0,52000,10,7,2016,4,5,1,300,2,432.0,40.31,56.0,9.4,13,17.0,43900
2451,2,1,9,2,2016,5,15,1,150,4,346.5,7.36,114.0,6.1,9,12.0,27900,4,5,2016,0,7,1,311,1,639.0,13.89,23.0,7.5,3,10.0,33800,2,2,2013,0,10,1,358,5,446.0,15.05,29.0,11.4,1,12.0,12000,9,4,2016,5,0,2,150,2,457.0,12.9,65.0,8.6,11,11.0,62400
