sampno,sequence,choice,alt1_fuel,alt1_veh,alt1_year,a1_incentive,a1_fuelavail,a1_fuelavail_loc,alt1_range,alt1_veh_model,alt1_annmain,alt1_cpmile,alt1_mpge,alt1_accel,alt1_refueltime,alt1_trunk,alt1_price,alt2_fuel,alt2_veh,alt2_year,a2_incentive,a2_fuelavail,a2_fuelavail_loc,alt2_range,alt2_veh_model,alt2_annmain,alt2_cpmile,alt2_mpge,alt2_accel,alt2_refueltime,alt2_trunk,alt2_price,alt3_fuel,alt3_veh,alt3_year,a3_incentive,a3_fuelavail,a3_fuelavail_loc,alt3_range,alt3_veh_model,alt3_annmain,alt3_cpmile,alt3_mpge,alt3_accel,alt3_refueltime,alt3_trunk,alt3_price,alt4_fuel,alt4_veh,alt4_year,a4_incentive,a4_fuelavail,a4_fuelavail_loc,alt4_range,alt4_veh_model,alt4_annmain,alt4_cpmile,alt4_mpge,alt4_accel,alt4_refueltime,alt4_trunk,alt4_price
1089,5,1,1,8,2016,0,5,1,308,35,405.0,30.63,19.0,9.3,2,38.0,38400,8,8,2016,7,20,1,150,2,405.0,18.72,23.0,6.0,16,24.0,57600,5,2,2016,0,3,1,629,10,319.0,17.19,44.0,6.5,1,18.0,40400,2,6,2014,0,3,1,471,3,360.0,18.77,31.0,7.4,4,12.0,33800
1089,6,2,1,8,2016,0,10,1,373,65,562.5,18.98,23.0,9.3,2,40.0,38400,9,11,2016,9,20,1,300,2,534.0,7.26,77.0,5.0,12,12.0,85100,5,13,2016,0,7,1,683,1,616.0,21.83,26.0,8.7,2,99.0,52000,3,3,2016,9,0,3,630,4,473.0,9.95,40.0,9.1,7,11.0,43800
1089,7,1,1,8,2016,0,10,1,308,45,495.0,9.19,19.0,9.3,1,40.0,57600,7,6,2016,10,20,1,150,1,383.0,9.26,31.0,6.5,16,9.0,40700,4,7,2016,0,3,1,418,3,528.0,22.42,19.0,5.8,4,27.0,37700,1,8,2014,0,5,1,416,65,495.0,7.94,22.0,9.3,2,31.0,38600
1089,8,3,1,8,2016,0,7,1,317,65,562.5,18.19,16.0,9.3,3,31.0,44600,2,6,2013,0,10,1,458,2,300.0,11.19,26.0,11.4,3,17.0,29700,1,8,2016,0,10,1,455,45,405.0,12.65,23.0,5.3,4,40.0,57600,9,7,2016,5,15,1,100,4,538.0,20.33,55.0,9.4,12,15.0,62800
1090,1,1,1,4,2016,0,3,1,564,50,348.75,17.64,33.0,5.0,1,20.0,53500,1,1,2016,0,3,1,396,138,468.0,14.55,40.0,11.5,1,14.0,27400,9,2,2016,0,20,1,150,1,289.0,6.01,93.0,6.1,10,9.0,60600,5,4,2016,0,3,1,486,2,512.0,20.73,30.0,9.0,3,16.0,48000
1090,2,1,1,4,2016,0,3,1,653,31,581.25,8.82,33.0,5.0,3,19.0,60000,6,9,2016,0,5,1,713,2,575.0,12.61,30.0,6.0,1,18.0,108200,4,4,2014,0,5,1,321,4,419.0,25.06,17.0,5.0,3,20.0,33100,2,3,2016,0,7,1,405,15,446.0,9.7,30.0,10.3,3,12.0,34700
1090,3,1,1,4,2016,0,5,1,496,40,581.25,15.05,29.0,9.0,4,19.0,60000,4,8,2013,0,5,1,308,5,563.0,16.82,19.0,5.3,4,30.0,41100,1,4,2016,0,10,1,324,58,349.0,21.83,20.0,5.0,3,19.0,53500,9,10,2016,6,20,1,80,2,468.0,7.36,76.0,9.5,12,11.0,52200
1090,4,2,1,4,2016,0,5,1,342,50,418.5,14.55,20.0,5.0,2,20.0,40000,1,4,2016,0,5,1,574,58,419.0,10.03,29.0,9.0,2,19.0,53500,9,3,2014,0,15,1,150,1,289.0,7.87,71.0,5.1,12,13.0,44000,5,5,2016,0,5,1,470,1,639.0,11.46,33.0,7.5,2,13.0,65000
1090,5,1,1,4,2016,0,5,1,564,50,418.5,5.29,33.0,9.0,4,16.0,46500,2,1,2016,0,3,1,448,4,446.0,4.72,37.0,8.5,3,9.0,38500,7,4,2016,10,15,1,250,2,349.0,14.35,30.0,9.0,15,9.0,52000,4,5,2016,0,7,1,315,1,533.0,15.98,20.0,3.5,1,10.0,49500
1090,6,1,1,4,2016,0,5,1,389,58,511.5,18.19,24.0,9.0,1,15.0,46500,5,4,2013,0,10,1,554,1,349.0,20.27,28.0,5.0,4,19.0,32800,3,12,2016,6,20,1,684,4,323.0,16.58,36.0,5.5,5,33.0,55900,1,9,2016,0,3,1,333,5,437.0,31.18,14.0,9.3,4,17.0,74600
1090,7,1,1,4,2016,0,7,1,535,31,348.75,5.29,33.0,5.0,4,19.0,46500,1,7,2016,0,3,1,420,29,360.0,8.73,20.0,9.8,2,22.0,55400,8,13,2016,1,5,1,150,1,616.0,25.32,17.0,9.7,13,59.0,50100,5,4,2013,0,7,1,479,1,581.0,8.11,28.0,5.0,1,20.0,36800
1090,8,1,1,4,2016,0,3,1,535,50,348.75,13.23,33.0,5.0,4,16.0,60000,5,3,2013,0,5,1,528,3,473.0,9.72,32.0,9.5,4,19.0,25400,3,4,2016,8,15,1,964,2,581.0,15.61,51.0,4.6,6,12.0,56000,1,12,2016,0,7,1,399,8,538.0,20.79,21.0,5.9,1,44.0,51500
1091,1,1,9,3,2016,0,10,1,300,2,346.5,4.51,124.0,9.1,11,13.0,60000,10,5,2016,9,5,1,150,1,639.0,37.63,60.0,3.3,15,6.0,150300,5,8,2016,0,10,1,324,2,338.0,31.1,20.0,9.3,4,31.0,87900,3,3,2016,0,5,1,929,5,538.0,4.05,59.0,9.1,6,14.0,55700
1091,2,1,9,3,2016,7,10,1,80,1,423.5,4.51,124.0,5.1,12,10.0,60000,1,4,2014,0,3,1,454,39,581.0,10.39,28.0,5.0,2,19.0,39100,7,3,2016,8,10,1,150,4,473.0,17.22,25.0,9.5,13,8.0,44500,4,8,2016,0,3,1,378,9,405.0,15.98,20.0,9.3,3,30.0,59600
1091,3,1,9,3,2016,3,0,3,80,1,346.5,4.53,74.0,5.1,9,13.0,60000,2,12,2016,0,3,1,814,1,365.0,4.72,37.0,10.7,4,28.0,71100,9,11,2016,1,15,1,150,1,364.0,7.29,46.0,9.0,11,10.0,83900,1,3,2016,0,5,1,380,168,538.0,7.59,23.0,5.5,4,14.0,51400
1091,4,1,9,3,2016,1,20,1,300,1,346.5,3.77,89.0,5.1,12,13.0,60000,7,7,2014,0,5,1,250,4,600.0,23.92,18.0,9.8,16,17.0,51800,4,10,2016,0,5,1,396,3,353.0,11.83,18.0,9.9,2,17.0,50000,9,3,2015,0,0,2,300,1,424.0,2.8,120.0,5.1,10,10.0,69300
1091,5,1,9,3,2016,0,5,1,150,1,423.5,7.55,74.0,5.1,10,13.0,90000,2,8,2014,0,7,1,653,2,538.0,5.29,33.0,6.0,2,27.0,45800,9,3,2016,8,15,1,80,1,347.0,6.28,89.0,5.1,10,10.0,60000,1,5,2016,0,5,1,297,147,781.0,9.7,18.0,7.5,2,12.0,58200
1091,6,1,9,3,2016,8,15,1,100,2,481.25,10.26,109.0,5.1,12,10.0,69800,4,3,2013,0,3,1,378,15,473.0,17.75,24.0,5.5,3,18.0,18400,2,10,2016,0,5,1,660,4,495.0,5.82,30.0,6.7,4,15.0,59600,9,4,2015,0,20,1,100,4,457.0,17.75,63.0,8.6,11,13.0,66700
1091,7,3,9,3,2016,8,5,1,80,1,481.25,6.28,89.0,9.1,10,10.0,80300,3,8,2016,0,20,1,479,1,495.0,28.43,28.0,4.9,5,22.0,102600,9,3,2016,8,15,1,150,2,481.0,5.13,109.0,5.1,11,13.0,60000,1,2,2016,0,5,1,410,179,531.0,16.63,35.0,6.5,4,13.0,33200
1091,8,1,9,3,2016,4,0,2,300,1,481.25,7.55,74.0,5.1,10,10.0,80300,9,1,2016,8,10,1,100,9,481.0,4.9,114.0,11.0,12,8.0,44400,8,3,2016,10,5,1,150,2,323.0,17.39,33.0,6.3,14,11.0,68700,5,5,2016,0,3,1,545,1,781.0,5.65,33.0,7.5,2,10.0,80400
1094,1,1,1,6,2016,0,7,1,528,24,467.5,14.55,30.0,10.5,4,16.0,32100,8,3,2016,2,10,1,250,4,473.0,3.74,46.0,10.3,13,8.0,54000,5,8,2016,0,5,1,548,2,338.0,19.57,29.0,5.3,4,38.0,41100,2,6,2016,0,3,1,461,3,500.0,13.64,32.0,11.4,3,12.0,30000
1094,2,1,1,6,2016,0,10,1,380,24,467.5,6.98,25.0,10.5,3,20.0,32100,1,1,2016,0,10,1,351,95,531.0,6.02,29.0,7.5,1,11.0,17800,9,12,2016,1,0,3,150,4,424.0,10.23,82.0,9.5,9,23.0,69700,5,6,2016,0,5,1,395,1,531.0,8.73,26.0,6.5,1,19.0,43200
1094,3,1,1,6,2016,0,7,1,370,19,318.75,20.79,21.0,6.5,2,15.0,24000,7,12,2016,10,5,1,300,2,323.0,7.49,23.0,5.9,16,20.0,58100,4,4,2016,0,5,1,243,3,419.0,14.2,15.0,5.0,3,20.0,36400,1,6,2014,0,5,1,422,18,531.0,18.19,24.0,6.5,3,19.0,27100
1094,4,1,1,6,2016,0,10,1,353,24,318.75,8.31,21.0,6.5,1,15.0,24000,7,10,2016,1,15,1,300,2,353.0,16.88,17.0,9.9,16,8.0,28900,3,6,2014,0,0,3,734,1,319.0,4.68,51.0,6.1,7,14.0,25200,1,9,2016,0,5,1,368,3,364.0,12.47,14.0,5.3,3,16.0,57700
1094,5,1,1,6,2016,0,5,1,360,30,531.25,17.46,25.0,10.5,1,20.0,27900,8,5,2016,2,15,1,250,1,639.0,15.94,36.0,8.1,15,8.0,79100,5,9,2013,0,7,1,660,4,606.0,23.64,24.0,5.3,3,21.0,45700,2,6,2016,0,10,1,648,2,500.0,9.7,45.0,7.4,4,16.0,40200
1094,6,1,1,6,2016,0,3,1,598,30,382.5,17.12,34.0,6.5,1,15.0,36000,1,9,2016,0,10,1,450,5,364.0,29.1,20.0,5.3,1,22.0,57700,9,6,2016,6,15,1,100,4,418.0,11.29,99.0,10.1,12,11.0,56200,5,13,2016,0,3,1,683,2,504.0,17.94,26.0,12.7,4,134.0,52000
1094,7,1,1,6,2016,0,10,1,380,35,531.25,23.28,25.0,6.5,1,15.0,27900,9,6,2015,0,5,1,100,1,285.0,5.13,109.0,6.1,9,11.0,40500,5,8,2013,0,10,1,308,4,338.0,32.74,19.0,9.3,1,38.0,36300,3,13,2015,0,10,1,919,2,616.0,22.74,35.0,12.1,5,100.0,35800
1094,8,3,1,6,2016,0,7,1,353,35,318.75,20.79,21.0,10.5,2,19.0,27900,3,12,2016,8,5,1,684,1,473.0,22.11,36.0,9.5,6,25.0,41700,1,6,2016,0,3,1,456,24,383.0,14.55,30.0,10.5,2,16.0,32100,2,10,2013,0,7,1,360,2,495.0,21.83,20.0,6.7,1,11.0,21300
1096,1,1,1,8,2014,0,10,1,428,55,562.5,17.46,25.0,9.3,2,30.0,12000,1,1,2016,0,3,1,287,138,531.0,15.05,29.0,11.5,3,13.0,12000,8,5,2016,1,15,1,250,2,781.0,6.62,26.0,4.1,13,6.0,32900,5,8,2016,0,7,1,342,3,338.0,15.55,20.0,9.3,3,40.0,22300
1096,2,1,1,8,2014,0,5,1,243,55,405.0,11.64,15.0,5.3,4,31.0,18000,1,7,2011,0,5,1,494,32,528.0,6.72,26.0,5.8,1,27.0,9800,10,8,2014,0,10,1,150,1,338.0,26.56,34.0,8.9,15,24.0,32100,5,4,2012,0,3,1,737,4,512.0,5.82,39.0,9.0,2,15.0,12500
1096,3,1,1,8,2014,0,3,1,436,65,562.5,13.23,22.0,5.3,1,31.0,18000,1,8,2016,0,5,1,274,65,338.0,18.19,16.0,9.3,2,30.0,21400,9,5,2016,9,10,1,300,1,704.0,5.68,59.0,3.3,11,7.0,33400,7,2,2016,2,15,1,150,4,319.0,13.45,32.0,10.5,14,11.0,18200
1096,4,1,1,8,2014,0,3,1,376,65,495.0,19.84,22.0,5.3,2,31.0,13900,4,12,2016,0,10,1,273,3,473.0,16.38,13.0,9.9,2,43.0,21900,1,3,2016,0,7,1,545,131,323.0,13.23,33.0,5.5,1,15.0,12000,6,8,2016,0,3,1,548,2,538.0,10.54,29.0,10.0,1,27.0,34800
1096,5,3,1,8,2014,0,5,1,297,45,495.0,19.4,15.0,5.3,1,38.0,18000,4,6,2012,0,5,1,365,10,531.0,17.75,24.0,6.5,2,15.0,10200,1,8,2014,0,5,1,428,45,563.0,11.64,25.0,9.3,2,40.0,16000,6,13,2016,0,3,1,698,4,401.0,12.2,31.0,13.7,3,114.0,29300
1096,6,1,1,8,2014,0,5,1,284,65,495.0,19.4,15.0,9.3,3,38.0,12000,1,2,2016,0,3,1,343,179,383.0,12.13,24.0,10.5,1,13.0,12500,8,8,2016,10,15,1,300,1,495.0,20.5,28.0,10.0,14,23.0,24000,5,6,2012,0,7,1,576,1,531.0,9.46,40.0,10.5,1,16.0,7800
1096,7,1,1,8,2014,0,10,1,284,35,495.0,38.8,15.0,9.3,3,31.0,18000,5,6,2011,0,3,1,588,2,531.0,21.62,35.0,6.5,2,19.0,7700,3,10,2016,7,0,2,616,1,517.0,28.43,28.0,9.5,6,12.0,14500,1,8,2011,0,10,1,243,46,495.0,38.8,15.0,5.3,1,31.0,9100
1096,8,1,1,8,2014,0,5,1,495,45,562.5,11.64,25.0,9.3,1,38.0,13900,7,5,2014,0,15,1,300,1,533.0,21.26,27.0,3.5,13,8.0,17100,4,12,2014,0,7,1,315,4,387.0,21.3,15.0,9.9,3,35.0,16400,1,8,2012,0,10,1,257,40,338.0,19.4,15.0,9.3,4,31.0,9300
1098,1,3,3,3,2016,7,20,1,797,5,387.0,6.75,59.0,5.1,6,10.0,48000,3,12,2016,9,10,1,792,4,473.0,11.06,36.0,5.5,8,25.0,59600,9,4,2016,9,0,2,100,4,374.0,10.75,78.0,4.6,9,14.0,77300,2,3,2016,0,10,1,473,20,506.0,19.4,30.0,6.3,4,12.0,42900
1098,2,2,3,3,2016,8,15,1,929,5,537.5,4.05,59.0,9.1,7,10.0,42800,7,1,2016,1,20,1,300,4,319.0,7.83,22.0,7.5,15,8.0,22000,4,5,2016,0,3,1,189,1,639.0,30.43,14.0,3.5,1,12.0,52700,3,3,2014,0,15,1,912,3,538.0,3.73,64.0,9.1,5,14.0,21800
1098,3,2,3,3,2016,6,0,3,1089,4,537.5,6.03,66.0,9.1,5,11.0,37200,9,3,2016,1,5,1,80,1,481.0,7.55,74.0,5.1,11,13.0,40000,2,8,2013,0,7,1,564,4,323.0,8.82,33.0,6.0,3,27.0,40400,7,2,2016,10,10,1,150,2,383.0,7.97,36.0,10.5,14,10.0,33200
1098,4,2,3,3,2016,9,10,1,841,4,473.0,6.75,59.0,9.1,7,10.0,48000,9,5,2016,0,10,1,100,4,800.0,3.86,87.0,7.3,10,7.0,78200,2,4,2013,0,10,1,473,4,550.0,23.28,25.0,9.7,3,12.0,21100,5,3,2013,0,3,1,630,4,473.0,18.92,40.0,5.5,3,19.0,21000
1098,5,2,3,3,2016,1,15,1,941,4,537.5,12.06,66.0,9.1,5,14.0,48000,10,3,2016,0,15,1,250,1,538.0,10.5,86.0,5.1,14,9.0,68600,1,8,2014,0,5,1,284,35,338.0,38.8,15.0,9.3,2,38.0,32700,5,13,2013,0,10,1,450,4,504.0,37.83,20.0,12.7,1,128.0,19800
1098,6,3,3,3,2016,8,5,1,929,5,322.5,4.05,59.0,9.1,8,14.0,48000,7,7,2016,7,15,1,200,1,360.0,28.7,15.0,9.8,13,13.0,59400,3,1,2016,8,5,1,809,1,531.0,3.41,70.0,7.0,6,10.0,27600,8,3,2016,1,5,1,250,2,538.0,13.05,33.0,6.3,15,9.0,51400
1098,7,3,3,3,2016,4,20,1,792,4,322.5,12.44,48.0,9.1,6,11.0,42800,3,7,2016,0,0,2,522,1,600.0,20.59,29.0,9.4,5,21.0,57100,4,3,2016,0,5,1,413,21,473.0,12.78,25.0,5.5,2,14.0,24000,2,8,2013,0,10,1,342,1,538.0,21.83,20.0,6.0,2,25.0,31300
1098,8,3,3,3,2016,5,5,1,929,4,537.5,4.05,59.0,9.1,7,14.0,48000,3,7,2015,0,15,1,882,4,432.0,5.69,42.0,9.4,7,20.0,47300,9,3,2016,7,5,1,300,4,289.0,7.55,74.0,5.1,11,10.0,40000,2,5,2013,0,7,1,520,4,844.0,17.64,33.0,4.1,4,11.0,30200
1099,1,1,3,8,2016,6,0,3,911,2,562.5,17.3,46.0,8.9,5,30.0,96300,4,8,2014,0,3,1,337,9,495.0,12.53,17.0,9.3,2,40.0,47100,3,4,2016,7,0,2,680,1,512.0,18.95,42.0,4.6,5,12.0,97600,9,12,2016,1,0,3,150,1,424.0,4.09,82.0,5.5,10,30.0,117400
1099,2,1,3,8,2016,7,0,3,554,4,562.5,14.21,28.0,8.9,6,29.0,96300,4,13,2014,0,3,1,225,11,504.0,31.95,10.0,12.7,1,99.0,46500,3,11,2016,4,15,1,825,4,486.0,13.27,30.0,5.0,6,13.0,60800,9,8,2016,7,0,3,150,2,365.0,4.41,76.0,4.9,11,27.0,135100
1099,3,3,3,8,2016,1,10,1,664,2,405.0,5.82,41.0,8.9,5,29.0,72000,5,13,2016,0,3,1,473,1,616.0,29.62,21.0,8.7,1,128.0,69700,3,8,2016,6,0,2,624,2,338.0,7.24,33.0,8.9,7,29.0,96300,10,2,2016,3,20,1,200,2,319.0,16.72,54.0,6.1,16,11.0,80400
1099,4,1,3,8,2016,4,20,1,454,2,405.0,28.43,28.0,4.9,7,22.0,72000,9,3,2016,5,20,1,80,1,424.0,10.26,109.0,5.1,12,10.0,73500,2,8,2014,0,5,1,389,4,473.0,24.25,24.0,10.0,3,33.0,72300,7,12,2016,2,15,1,150,1,387.0,18.72,23.0,5.9,16,27.0,87400
1099,5,1,3,8,2016,0,0,2,701,2,495.0,19.41,41.0,4.9,5,22.0,83700,3,12,2016,6,15,1,660,4,387.0,26.53,30.0,9.5,6,25.0,83800,9,8,2016,6,10,1,100,4,446.0,7.36,76.0,8.9,9,22.0,90000,2,9,2013,0,10,1,688,8,345.0,23.28,25.0,6.0,4,18.0,53400
1099,6,1,3,8,2016,5,20,1,554,2,495.0,14.21,28.0,8.9,6,30.0,72000,5,1,2013,0,5,1,475,5,531.0,9.72,48.0,7.5,2,10.0,27900,3,9,2015,0,0,3,570,4,437.0,16.58,24.0,4.9,8,16.0,75300,10,8,2016,9,20,1,150,4,495.0,35.0,43.0,8.9,15,23.0,137600
1099,7,1,3,8,2016,1,10,1,911,4,562.5,12.98,46.0,4.9,5,30.0,83700,1,6,2016,0,5,1,370,19,531.0,8.31,21.0,10.5,1,16.0,36100,4,5,2013,0,3,1,257,4,533.0,22.42,19.0,7.5,2,12.0,29900,3,8,2016,0,0,2,529,1,338.0,21.32,28.0,8.9,5,24.0,108000
1099,8,1,3,8,2016,3,15,1,564,1,405.0,24.12,33.0,8.9,5,30.0,72000,3,8,2016,5,0,3,624,2,405.0,24.12,33.0,4.9,6,30.0,83700,4,2,2016,0,3,1,371,5,319.0,4.26,30.0,6.5,4,18.0,31500,2,3,2016,0,5,1,567,15,365.0,8.08,36.0,6.3,2,12.0,52500
1101,5,1,1,13,2014,0,5,1,550,4,420.0,8.73,20.0,8.7,3,105.0,21400,7,8,2016,8,5,1,200,1,338.0,12.3,14.0,9.3,14,18.0,42200,4,13,2016,0,10,1,289,8,504.0,11.62,11.0,12.7,4,99.0,24700,1,4,2011,0,5,1,359,35,581.0,9.19,19.0,9.0,4,20.0,13600
1101,6,1,1,13,2014,0,5,1,360,6,504.0,27.28,16.0,12.7,1,134.0,21400,1,8,2016,0,10,1,259,65,405.0,27.28,16.0,5.3,1,30.0,27900,10,6,2016,4,10,1,250,1,319.0,26.88,56.0,10.1,14,9.0,52300,5,13,2016,0,5,1,405,2,420.0,31.52,18.0,8.7,3,134.0,28200
1101,7,1,1,13,2014,0,3,1,420,6,616.0,10.91,16.0,8.7,4,105.0,16000,7,13,2016,8,20,1,250,2,504.0,11.48,15.0,8.7,15,63.0,35600,4,12,2016,0,5,1,399,3,473.0,16.82,19.0,9.9,3,43.0,25500,1,1,2016,0,7,1,347,138,531.0,4.99,35.0,11.5,1,14.0,21700
1101,8,1,1,13,2014,0,3,1,450,4,616.0,8.73,20.0,8.7,4,128.0,18600,2,4,2014,0,10,1,405,4,484.0,6.98,25.0,5.7,3,17.0,32100,7,7,2014,0,20,1,300,2,600.0,19.57,22.0,5.8,15,13.0,34000,4,13,2016,0,7,1,428,8,616.0,23.67,18.0,8.7,3,99.0,28700
1101,1,1,1,13,2014,0,5,1,525,6,616.0,29.1,20.0,12.7,2,105.0,21400,3,13,2016,5,15,1,1128,4,700.0,5.82,41.0,12.1,8,74.0,44100,1,7,2014,0,7,1,361,23,528.0,30.63,19.0,5.8,1,21.0,26100,9,5,2014,0,15,1,300,1,800.0,9.81,57.0,3.3,9,7.0,40200
1101,2,1,1,13,2014,0,3,1,518,6,420.0,18.98,23.0,12.7,4,99.0,16000,1,3,2011,0,10,1,442,144,538.0,14.08,31.0,9.5,3,15.0,9400,9,13,2014,0,15,1,300,2,379.0,4.53,74.0,12.1,12,94.0,28000,7,12,2016,0,15,1,150,1,538.0,15.11,19.0,5.9,13,27.0,47300
1101,3,1,1,13,2014,0,5,1,315,4,420.0,31.18,14.0,8.7,3,105.0,18600,10,12,2014,0,5,1,300,4,473.0,14.56,62.0,9.5,13,27.0,48700,5,13,2012,0,5,1,665,4,504.0,11.11,28.0,8.7,1,99.0,14700,3,3,2016,0,15,1,660,4,473.0,14.93,40.0,5.1,5,14.0,27400
1101,4,1,1,13,2014,0,5,1,475,4,504.0,21.83,20.0,8.7,3,99.0,18600,5,8,2011,0,3,1,437,4,338.0,21.02,27.0,9.3,3,30.0,16400,2,6,2016,0,3,1,563,4,500.0,13.64,32.0,7.4,2,17.0,24500,1,13,2011,0,7,1,380,3,420.0,27.28,16.0,12.7,1,105.0,13800
1104,1,3,1,7,2016,0,3,1,374,34,600.0,17.12,17.0,5.8,4,21.0,16000,7,3,2016,9,10,1,300,2,387.0,19.13,30.0,9.5,13,9.0,18100,3,7,2016,1,0,3,774,1,360.0,18.51,43.0,9.4,7,21.0,22400,1,12,2016,0,7,1,306,8,387.0,17.12,17.0,5.9,4,43.0,17300
1104,2,1,1,7,2016,0,10,1,475,34,600.0,6.98,25.0,9.8,1,27.0,16000,1,7,2014,0,5,1,336,18,528.0,10.91,16.0,5.8,3,21.0,18000,2,13,2016,0,3,1,736,1,482.0,5.63,31.0,13.7,2,109.0,24100,7,12,2013,0,10,1,200,2,538.0,31.89,18.0,9.9,13,20.0,15100
1104,3,1,1,7,2016,0,5,1,532,29,528.0,20.79,28.0,5.8,2,21.0,21400,1,6,2016,0,3,1,420,35,531.0,23.28,25.0,10.5,4,20.0,13900,8,9,2016,8,15,1,250,1,364.0,11.96,24.0,6.0,15,10.0,43300,5,7,2014,0,3,1,432,1,360.0,31.53,24.0,5.8,1,27.0,14400
1104,4,2,1,7,2016,0,3,1,525,29,528.0,17.46,25.0,5.8,3,22.0,21400,4,12,2016,0,5,1,418,4,323.0,6.73,19.0,9.9,3,33.0,23500,2,1,2013,0,7,1,512,4,506.0,8.91,49.0,8.5,4,11.0,6400,7,2,2016,7,10,1,150,1,531.0,4.78,36.0,10.5,16,11.0,13000
1104,5,1,1,7,2016,0,10,1,532,18,528.0,20.79,28.0,5.8,3,27.0,21400,7,12,2016,2,20,1,150,2,473.0,18.72,23.0,9.9,15,26.0,29100,4,4,2016,0,10,1,297,2,581.0,21.3,15.0,9.0,4,15.0,24400,1,7,2016,0,7,1,357,34,600.0,34.24,17.0,5.8,3,22.0,18600
1104,6,1,1,7,2016,0,3,1,440,23,600.0,21.83,20.0,5.8,1,27.0,18600,9,7,2016,5,5,1,80,2,323.0,8.47,66.0,9.4,11,19.0,32500,7,12,2016,1,20,1,150,1,387.0,26.91,16.0,9.9,16,26.0,19400,4,10,2016,0,5,1,324,3,353.0,23.67,18.0,9.9,3,17.0,13600
1104,7,3,1,7,2016,0,7,1,475,34,528.0,11.64,25.0,9.8,2,27.0,24000,1,3,2016,0,10,1,545,206,538.0,8.82,33.0,5.5,4,14.0,16100,2,7,2016,0,3,1,608,3,410.0,9.09,32.0,6.6,2,24.0,20000,7,5,2016,2,10,1,150,2,781.0,10.25,28.0,3.5,15,6.0,26600
1104,8,1,1,7,2016,0,7,1,450,23,600.0,6.98,25.0,5.8,2,21.0,16000,2,8,2016,0,7,1,473,2,538.0,6.98,25.0,6.0,2,25.0,24900,7,7,2016,1,15,1,150,4,528.0,19.13,15.0,9.8,13,12.0,27800,4,4,2013,0,10,1,397,4,419.0,15.21,21.0,5.0,3,19.0,12400
1105,1,4,2,8,2016,0,5,1,359,2,473.0,27.71,21.0,6.0,2,25.0,27900,4,7,2016,0,10,1,234,3,360.0,16.38,13.0,9.8,1,21.0,21900,2,8,2016,0,5,1,340,1,473.0,27.71,21.0,6.0,1,27.0,27900,3,3,2016,5,0,2,1089,4,323.0,3.62,66.0,9.1,5,10.0,28300
1105,2,4,2,8,2016,0,3,1,513,2,473.0,14.55,30.0,6.0,3,25.0,36000,4,8,2016,0,10,1,324,9,495.0,10.65,20.0,9.3,3,30.0,20200,2,13,2014,0,7,1,825,1,482.0,14.55,30.0,9.7,1,84.0,20700,9,12,2016,3,20,1,80,1,289.0,13.63,82.0,5.5,9,24.0,29200
1105,3,3,2,8,2016,0,5,1,428,2,473.0,11.64,25.0,10.0,2,27.0,24000,7,1,2016,2,5,1,250,1,383.0,6.62,26.0,7.5,13,6.0,19500,3,11,2016,0,20,1,656,1,486.0,15.92,25.0,9.0,8,13.0,30400,2,9,2016,0,3,1,618,5,414.0,11.19,26.0,10.0,2,14.0,30200
1105,4,1,2,8,2016,0,10,1,473,4,473.0,17.46,25.0,10.0,2,34.0,36000,2,13,2016,0,10,1,523,1,589.0,19.84,22.0,9.7,4,109.0,23500,6,6,2016,0,10,1,533,4,500.0,12.61,37.0,11.4,3,17.0,19600,5,3,2016,0,7,1,567,9,323.0,11.11,42.0,9.5,3,15.0,21600
1105,5,2,2,8,2016,0,5,1,405,1,322.5,23.28,25.0,10.0,1,25.0,24000,7,8,2016,1,10,1,250,1,405.0,12.3,14.0,9.3,16,19.0,29100,4,12,2013,0,10,1,264,3,323.0,10.65,12.0,5.9,1,33.0,15700,2,2,2016,0,5,1,505,8,446.0,15.73,37.0,7.4,1,14.0,21000
1105,6,1,2,8,2016,0,3,1,405,2,387.0,17.46,25.0,6.0,4,27.0,27900,3,2,2014,0,0,3,572,3,468.0,14.93,40.0,10.1,7,10.0,12400,1,6,2016,0,10,1,598,35,383.0,12.84,34.0,6.5,2,19.0,20200,5,8,2013,0,10,1,454,3,338.0,11.11,28.0,9.3,1,30.0,17700
1105,7,2,2,8,2016,0,7,1,643,2,537.5,8.56,34.0,10.0,4,34.0,36000,4,12,2014,0,10,1,252,2,538.0,10.65,12.0,5.9,2,35.0,15300,2,5,2016,0,3,1,396,2,743.0,12.13,24.0,8.1,4,8.0,37000,3,8,2016,1,0,2,812,2,495.0,14.56,41.0,8.9,6,24.0,36000
1105,8,1,2,8,2016,0,7,1,428,1,322.5,11.64,25.0,6.0,1,27.0,27900,4,4,2016,0,10,1,473,4,512.0,12.78,25.0,5.0,1,19.0,30700,2,8,2016,0,10,1,340,2,323.0,13.86,21.0,10.0,1,25.0,27900,3,9,2016,7,20,1,594,4,534.0,9.55,25.0,8.9,5,16.0,50800
1106,5,2,1,8,2012,0,3,1,405,40,495.0,23.28,25.0,5.3,1,38.0,12000,2,8,2014,0,7,1,564,1,323.0,17.64,33.0,6.0,1,27.0,19400,7,9,2012,0,5,1,300,1,437.0,35.88,12.0,9.3,16,13.0,29500,4,5,2012,0,7,1,257,4,639.0,22.42,19.0,7.5,3,13.0,10700
